[22-09-24 18:40:46.322] LOG  : General     , 1727023246322> 8.775.239.128> Base.DR_200: displaycategory, WepFire.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.183> Base.Mov_Lamp6: displaycategory, Misc.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.183> Base.Mov_Microwave: displaycategory, Misc.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.183> Base.Mov_Microwave2: displaycategory, Misc.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> Base.Mov_Toaster: displaycategory, Misc.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> Base.Paintbrush: displaycategory, Paint.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> Base.PercedWood: displaycategory, SurCamp.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> Base.Twigs: displaycategory, SurCamp.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> camping.CampfireKit: displaycategory, SurCamp.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> camping.CampingTent: displaycategory, SurCamp.
[22-09-24 18:40:47.377] LOG  : General     , 1727023247377> 8.775.240.184> camping.CampingTentKit: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> camping.Flint: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> camping.SteelAndFlint: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> camping.SteelKnuckle: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> Base.UnusableWood: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> Base.Coal: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> Base.FireWoodKit: displaycategory, SurCamp.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> Base.CompostBag: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.184> Base.Dirtbag: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> Base.Fertilizer: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> Base.FertilizerEmpty: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> Base.SeedBag: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> farming.BroccoliBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> farming.BroccoliSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> farming.CabbageBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> farming.CabbageSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> farming.CarrotBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.378] LOG  : General     , 1727023247378> 8.775.240.185> farming.CarrotSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.PotatoBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.PotatoSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.RedRadishBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.RedRadishSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.StrewberrieBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.StrewberrieSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.TomatoBagSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.185> farming.TomatoSeed: displaycategory, SurFarm.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.BaitFish: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.BrokenFishingNet: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.CraftedFishingRod: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.CraftedFishingRodTwineLine: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.FishingLine: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.FishingNet: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.FishingRod: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.FishingRodBreak: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.FishingRodTwineLine: displaycategory, SurFish.
[22-09-24 18:40:47.379] LOG  : General     , 1727023247379> 8.775.240.186> Base.FishingTackle: displaycategory, SurFish.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.FishingTackle2: displaycategory, SurFish.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.TrapBox: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.TrapCage: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.TrapCrate: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.TrapMouse: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.TrapSnare: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.186> Base.TrapStick: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> farming.BaconBits: displaycategory, SurTrap.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.BlowTorch: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.Candle: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.CandleLit: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.CarBatteryCharger: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.Crowbar: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.Extinguisher: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.GardenSaw: displaycategory, Tool.
[22-09-24 18:40:47.380] LOG  : General     , 1727023247380> 8.775.240.187> Base.Hammer: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.HammerStone: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.HandTorch: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.Jack: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.Lighter: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.LugWrench: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.Matches: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.187> Base.MortarPestle: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.Needle: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.PipeWrench: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.Saw: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.Scissors: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.Screwdriver: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.SheetRope: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.Shovel: displaycategory, Tool.
[22-09-24 18:40:47.381] LOG  : General     , 1727023247381> 8.775.240.188> Base.Shovel2: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.188> Base.Sledgehammer: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.188> Base.Sledgehammer2: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.188> Base.TinOpener: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.188> Base.TirePump: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.188> Base.Torch: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.Umbrella: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.UmbrellaBlack: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.UmbrellaBlue: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.UmbrellaRed: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.UmbrellaWhite: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.WeldingMask: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> Base.Wrench: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> farming.GardeningSprayCigarettes: displaycategory, Tool.
[22-09-24 18:40:47.382] LOG  : General     , 1727023247382> 8.775.240.189> farming.GardeningSprayEmpty: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> farming.GardeningSprayFull: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> farming.GardeningSprayMilk: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> farming.HandShovel: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> farming.WateredCan: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> farming.WateredCanFull: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> Base.BallPeenHammer: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> Base.Bellows: displaycategory, Tool.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> Base.223Box: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.189> Base.223Bullets: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.308Box: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.308Bullets: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.556Box: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.556Bullets: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.Bullets38: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.Bullets38Box: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.Bullets44: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.Bullets44Box: displaycategory, Ammo.
[22-09-24 18:40:47.383] LOG  : General     , 1727023247383> 8.775.240.190> Base.Bullets45: displaycategory, Ammo.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.Bullets45Box: displaycategory, Ammo.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.Bullets9mm: displaycategory, Ammo.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.Bullets9mmBox: displaycategory, Ammo.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.ShotgunShells: displaycategory, Ammo.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.ShotgunShellsBox: displaycategory, Ammo.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.223Clip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.308Clip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.190> Base.44Clip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.45Clip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.556Clip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.9mmClip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.M14Clip: displaycategory, WepAmmoMag.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.Aerosolbomb: displaycategory, WepBomb.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.AerosolbombRemote: displaycategory, WepBomb.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.AerosolbombSensorV1: displaycategory, WepBomb.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.AerosolbombSensorV2: displaycategory, WepBomb.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.AerosolbombSensorV3: displaycategory, WepBomb.
[22-09-24 18:40:47.384] LOG  : General     , 1727023247384> 8.775.240.191> Base.AerosolbombTriggered: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.FlameTrap: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.FlameTrapRemote: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.FlameTrapSensorV1: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.FlameTrapSensorV2: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.FlameTrapSensorV3: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.FlameTrapTriggered: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.Molotov: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.191> Base.PipeBomb: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.PipeBombRemote: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.PipeBombSensorV1: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.PipeBombSensorV2: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.PipeBombSensorV3: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.PipeBombTriggered: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.SmokeBomb: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.SmokeBombRemote: displaycategory, WepBomb.
[22-09-24 18:40:47.385] LOG  : General     , 1727023247385> 8.775.240.192> Base.SmokeBombSensorV1: displaycategory, WepBomb.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.SmokeBombSensorV2: displaycategory, WepBomb.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.SmokeBombSensorV3: displaycategory, WepBomb.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.SmokeBombTriggered: displaycategory, WepBomb.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.AssaultRifle: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.AssaultRifle2: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.DoubleBarrelShotgun: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.HuntingRifle: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.Pistol: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.192> Base.Pistol2: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.Pistol3: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.Revolver: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.Revolver_Long: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.Revolver_Short: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.Shotgun: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.ShotgunSawnoff: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.VarmintRifle: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.DoubleBarrelShotgunSawnoff: displaycategory, WepFire.
[22-09-24 18:40:47.386] LOG  : General     , 1727023247386> 8.775.240.193> Base.Axe: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.Axe: Icon, Axe.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.AxeStone: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.BadmintonRacket: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.Banjo: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.BarBell: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.BaseballBat: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.BaseballBatNails: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.193> Base.Bayonnet: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.BreadKnife: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.Broom: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.ButterKnife: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.CanoePadel: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.CanoePadelX2: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.Chainsaw: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.ChairLeg: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.ClosedUmbrellaBlack: displaycategory, WepMelee.
[22-09-24 18:40:47.387] LOG  : General     , 1727023247387> 8.775.240.194> Base.ClosedUmbrellaBlue: displaycategory, WepMelee.
[22-09-24 18:40:47.388] LOG  : General     , 1727023247388> 8.775.240.194> Base.ClosedUmbrellaRed: displaycategory, WepMelee.
[22-09-24 18:40:47.388] LOG  : General     , 1727023247388> 8.775.240.194> Base.ClosedUmbrellaWhite: displaycategory, WepMelee.
[22-09-24 18:40:47.388] LOG  : General     , 1727023247388> 8.775.240.195> Base.ClubHammer: displaycategory, WepMelee.
[22-09-24 18:40:47.388] LOG  : General     , 1727023247388> 8.775.240.195> Base.Drumstick: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.195> Base.DumbBell: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.195> Base.FlintKnife: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.195> Base.Flute: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.195> Base.Fork: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.GardenFork: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.GardenHoe: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.Golfclub: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.GuitarAcoustic: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.GuitarElectricBassBlack: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.GuitarElectricBassBlue: displaycategory, WepMelee.
[22-09-24 18:40:47.389] LOG  : General     , 1727023247389> 8.775.240.196> Base.GuitarElectricBassRed: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.GuitarElectricBlack: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.GuitarElectricBlue: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.GuitarElectricRed: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.HandAxe: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.HandFork: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.HandScythe: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.HockeyStick: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.HuntingKnife: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.196> Base.IceHockeyStick: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.IcePick: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.Katana: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.Keytar: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.KitchenKnife: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.LaCrosseStick: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.LeadPipe: displaycategory, CraftMetal.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.LeafRake: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.LetterOpener: displaycategory, WepMelee.
[22-09-24 18:40:47.390] LOG  : General     , 1727023247390> 8.775.240.197> Base.Machete: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.MeatCleaver: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.Nightstick: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.PickAxe: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.PickAxeHandle: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.PickAxeHandleSpiked: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.Pipe: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.PlankNail: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.197> Base.Plunger: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.198> Base.Poolcue: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.198> Base.Rake: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.198> Base.Saxophone: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.198> Base.Scalpel: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.198> Base.SmashedBottle: displaycategory, WepMelee.
[22-09-24 18:40:47.391] LOG  : General     , 1727023247391> 8.775.240.198> Base.SnowShovel: displaycategory, WepMelee.
