[22-09-24 11:58:00.218] LOG  : General     , 1726999080218> 8.751.072.741> AdditionalBooks2.BookAxe5: displaycategory, LitS.
 "media/scripts/firearms_weaponpack/m16_pattern.txt" "fb7859ee39b60504886b18c42b51090a" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\M16_PATTERN.txt"
 "media/scripts/firearms_weaponpack/m1carbine.txt" "fc70ac836cab9a1bf2842b448816a003" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\M1Carbine.txt"
 "media/scripts/firearms_weaponpack/m40a1.txt" "480ce6151f5a46f0814408b5f4dc4d02" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\M40A1.txt"
 "media/scripts/firearms_weaponpack/m4_pattern.txt" "5bb2882aade7635a1356e5c187bea767" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\M4_PATTERN.txt"
 "media/scripts/firearms_weaponpack/mac10.txt" "2edd5294ce432cb5547e6d5773649548" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\MAC10.txt"
 "media/scripts/firearms_weaponpack/mas.txt" "5c3df2a096d12061799bead86e22a183" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\MAS.txt".
[22-09-24 12:15:34.398] LOG  : General     , 1727000134398> 0> NetChecksum: 20 files, 20/20/20 "1d4ec448863e82af1f45bd85db1bfcab"
 "media/scripts/firearms_weaponpack/mini14.txt" "bbecae9e3ceff70fd141c1b38d574c4b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\MINI14.txt"
 "media/scripts/firearms_weaponpack/mp5.txt" "be0b08e5c6a5f693ece0dab78ff5e1af" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\MP5.txt"
 "media/scripts/firearms_weaponpack/mpa.txt" "509feabbcea4e899a1cf1591689b2627" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\MPA.txt"
 "media/scripts/firearms_weaponpack/multi_mode_pistols.txt" "b98991b79e0abf5bd33dd291c1c018fb" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\MULTI_MODE_Pistols.txt"
 "media/scripts/firearms_weaponpack/old_380.txt" "694e79512f4803cac82071b642b9b559" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\OLD_380.txt"
 "media/scripts/firearms_weaponpack/ots.txt" "7cc4f77c42c6856417e6425293ee8d62" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\OTS.txt"
 "media/scripts/firearms_weaponpack/police_pistols.txt" "57d6a40cf1607a6b77a5287fdc90a9f0" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\POLICE_PISTOLS.txt"
 "media/scripts/firearms_weaponpack/revolver.txt" "54e9dc2ba41a34b1a6f618eb236b4e87" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\REVOLVER.txt"
 "media/scripts/firearms_weaponpack/ruger.txt" "83c98440ad9ca353053ecf131afc5833" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\RUGER.txt"
 "media/scripts/firearms_weaponpack/scar.txt" "b018216724e383a16b3c0337bf10f120" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SCAR.txt"
 "media/scripts/firearms_weaponpack/scarsc.txt" "58b96caee5f1f23094b2b532aa98277a" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SCARSC.txt"
 "media/scripts/firearms_weaponpack/shotgun_4g.txt" "4f1516f00e133d63f54f60893a3dc3be" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_4G.txt"
 "media/scripts/firearms_weaponpack/shotgun_870.txt" "3b5c52dc1d01b3759c84871d1431bf7c" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_870.txt"
 "media/scripts/firearms_weaponpack/shotgun_break_barrel.txt" "1466716c465a8bfcce691ab3661271a5" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_BREAK_BARREL.txt"
 "media/scripts/firearms_weaponpack/shotgun_bullpup.txt" "1cc94cb8536a71e77b5f4035e861dc4d" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_BULLPUP.txt"
 "media/scripts/firearms_weaponpack/shotgun_magfed.txt" "fbb7d022f15e6528d357715053e6bed0" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_MAGFED.txt"
 "media/scripts/firearms_weaponpack/shotgun_other.txt" "01eef22ca372712001c6355c73e88be8" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_OTHER.txt"
 "media/scripts/firearms_weaponpack/shotgun_pump.txt" "c6264998c5265403891b77bbda8d4a3e" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SHOTGUN_PUMP.txt"
 "media/scripts/firearms_weaponpack/single_nef.txt" "dc0be9120b6536ce68f1afd85816d27a" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SINGLE_NEF.txt"
 "media/scripts/firearms_weaponpack/single_ruger_no1.txt" "d479c77d285ce7378be169a8656cd4dd" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SINGLE_Ruger_No1.txt".
[22-09-24 12:15:34.398] LOG  : General     , 1727000134398> 0> NetChecksum: 20 files, 20/20/20 "cdc60d8a32f184f3370a499e3f55c2af"
 "media/scripts/firearms_weaponpack/single_thompson.txt" "83d73831e826dbbad6c15a1a724b133e" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SINGLE_Thompson.txt"
 "media/scripts/firearms_weaponpack/sks.txt" "21164cdfed7ce580994bbf49386aa8f7" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SKS.txt"
 "media/scripts/firearms_weaponpack/smg_integral_grip.txt" "ef8acb3136e0b97aef9ef840e3ca19c9" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SMG_INTEGRAL_GRIP.txt"
 "media/scripts/firearms_weaponpack/smith.txt" "ffbe6f495c2d317f65c37108850ff4af" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SMITH.txt"
 "media/scripts/firearms_weaponpack/spas-12.txt" "e46fb2fe26890b20d6c4a0f4207d1ccf" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SPAS-12.txt"
 "media/scripts/firearms_weaponpack/star.txt" "3ad3bef7dbfd2417a41da6fab1471fb2" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\STAR.txt"
 "media/scripts/firearms_weaponpack/sten.txt" "8f6ba5322bd05b5673405aedb8f8e49b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\STEN.txt"
 "media/scripts/firearms_weaponpack/sub2000.txt" "bb498b56d1ca3527115878ad41653257" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SUB2000.txt"
 "media/scripts/firearms_weaponpack/svd.txt" "43f813786bb1ee78052a2f75c44fa5ba" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\SVD.txt"
 "media/scripts/firearms_weaponpack/ump.txt" "ec592ae3388c799b196317198489d6da" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\UMP.txt"
 "media/scripts/firearms_weaponpack/uzi.txt" "cf68fb4cfdbf2a44eb27785634c3b19b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\UZI.txt"
 "media/scripts/firearms_weaponpack/vanilla_shotgun.txt" "862287c09609aa722e58580dd93ab284" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\VANILLA_SHOTGUN.txt"
 "media/scripts/firearms_weaponpack/vss.txt" "6202e2132af1c2f4ccc76f988015504e" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\VSS.txt"
 "media/scripts/firearms_weaponpack/vz58.txt" "1a47676d85c56b10650589881c7725be" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\Vz58.txt"
 "media/scripts/firearms_weaponpack/vz61.txt" "261095679d420fded77511b2efba3f96" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\Vz61.txt"
 "media/scripts/firearms_weaponpack/wa2000.txt" "c37d922797144bcceac5314205eeee7b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\WA2000.txt"
 "media/scripts/firearms_weaponpack/ww2.txt" "30c922dbe7eb86f680ff4e27cc444e77" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\WW2.txt"
 "media/scripts/firearms_weaponpack/ww2_pistols.txt" "fd96478487958ba51a4d1076429558a2" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\WW2_Pistols.txt"
 "media/scripts/firearms_weaponpack/xm8.txt" "202ad417a47ef4a689ec3be7cf8ef7b9" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\FIREARMS_WEAPONPACK\XM8.txt"
 "media/scripts/fixingboat.txt" "e58e0c1c7cbbd73dad3851b257f434b2" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2392987599\mods\AquatsarYachtClub\media\scripts\fixingboat.txt".
[22-09-24 12:15:34.398] LOG  : General     , 1727000134398> 0> NetChecksum: 20 files, 20/20/20 "5581de47b3af37f9505a1d731c2d7284"
 "media/scripts/fuelapi_items.txt" "025b3f6550c3d5684765f6cd17804198" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2688538916\mods\FuelAPI\media\scripts\FuelAPI_items.txt"
 "media/scripts/fuelapi_models.txt" "04c1fc19a90ef241bafb0f56deeaf68e" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2688538916\mods\FuelAPI\media\scripts\FuelAPI_models.txt"
 "media/scripts/gunfighter_ammo.txt" "41a8812c131546adb2e766f3af835ef1" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\GunFighter_Ammo.txt"
 "media/scripts/gunfighter_ammo_canister.txt" "761811d076c8b62ab36720f61e2b9ed4" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\GunFighter_Ammo_Canister.txt"
 "media/scripts/gunfighter_gun_cases.txt" "0733749a10a40c29ba51300ddc52e559" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\GunFighter_Gun_Cases.txt"
 "media/scripts/gunfighter_models.txt" "091c1ce9521dbcb7397341de913be173" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\GunFighter_Models.txt"
 "media/scripts/gunfighter_nvg.txt" "aeee4639584bcda5cd4ddd2fc36fd0e6" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\GunFighter_NVG.txt"
 "media/scripts/gunfighter_stuck_weapons.txt" "01db6eacef1b10c854cb5fc535ee3351" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\GunFighter_Stuck_Weapons.txt"
 "media/scripts/huntingmodpatchone.txt" "2c114d9c8580436f4e780ea2547a6853" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2890748284\mods\FoodPreservationPlus\media\scripts\HuntingModPatchOne.txt"
 "media/scripts/huntingmodpatchtwo.txt" "b3d251b5cb61d75728630b17cc752d6c" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2890748284\mods\FoodPreservationPlus\media\scripts\HuntingModPatchTwo.txt"
 "media/scripts/ibm_multistagebuild.txt" "fe871dbb5a85f0e0c0f3d19c1884d17a" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1969456967\mods\Improved Build Menu [Build 41.51+] (basic)\media\scripts\ibm_multistagebuild.txt"
 "media/scripts/ibm_recipes.txt" "fd23a13ad4ad9f2f9d7e65ddbc9db47c" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\1969456967\mods\Improved Build Menu [Build 41.51+] (basic)\media\scripts\ibm_recipes.txt"
 "media/scripts/improvised_models.txt" "c5f7c296c3a35ab46335f4352d65d646" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2471844569\mods\Improvised Backpacks\media\scripts\improvised_models.txt"
 "media/scripts/improvised_recipes.txt" "98818a8fe23b9523ca07a9c35509eea9" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2471844569\mods\Improvised Backpacks\media\scripts\improvised_recipes.txt"
 "media/scripts/isaitems.txt" "9afaca8a3526508e8cd9e61af47cd200" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2857548524\mods\ImmersiveSolarArrays\media\scripts\ISAItems.txt"
 "media/scripts/isamodels.txt" "d53bfee74b6da5021b6a607e61319c05" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2857548524\mods\ImmersiveSolarArrays\media\scripts\ISAModels.txt"
 "media/scripts/isarecipes.txt" "c2381b141632acd94382a32583669101" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2857548524\mods\ImmersiveSolarArrays\media\scripts\ISARecipes.txt"
 "media/scripts/item_handycraft.txt" "68256a0e9d080b0f32a747d7e5a39cc8" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2883310292\mods\Handycraft\media\scripts\Item_Handycraft.txt"
 "media/scripts/item_skillrecoveryjournal.txt" "754e51da60a49d3b57ddcfe4dc63926d" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2503622437\mods\Skill Recovery Journal\media\scripts\item_SkillRecoveryJournal.txt"
 "media/scripts/item_sleepingbags.txt" "a8e2d7d9c97669d2cbd439aefca6d91d" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2883310292\mods\Handycraft\media\scripts\Item_Sleepingbags.txt".
[22-09-24 12:15:34.399] LOG  : General     , 1727000134399> 0> NetChecksum: 20 files, 20/20/20 "8b4269c1c7fa696db1429e683fd4fea2"
 "media/scripts/items_agrotsar.txt" "c6f4a751d575b8406ef8365abe5dac2b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2728257015\mods\agrotsar\media\scripts\items_agrotsar.txt"
 "media/scripts/items_djvirus_molotov.txt.txt" "82d6cf7a8cc26012ebbad040862ca40b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2125659488\mods\Scrap Guns (New Version)\media\scripts\items_djvirus_molotov.txt.txt"
 "media/scripts/items_pufr.txt" "e3aeedf5659b0ca68d040517d01d99a7" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3024365998\mods\StandardizedVehicleUpgradesFR\media\scripts\items_PUFR.txt"
 "media/scripts/items_puv.txt" "25b7356e37968afd9a8c0fed87261ba3" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\3024365998\mods\StandardizedVehicleUpgradesV\media\scripts\items_PUV.txt"
 "media/scripts/items_trolley.txt" "51c33b3d68e2792ff25d83ad1d4fbba6" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2478768005\mods\TMC_Trolley\media\scripts\items_trolley.txt"
 "media/scripts/jarred_expiration_date_change_patch.txt" "3b0722520e66d9589a64df4f662863d4" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2890748284\mods\FoodPreservationPlus\media\scripts\Jarred_Expiration_Date_Change_PATCH.txt"
 "media/scripts/lighter.txt" "5d7fa25eea7585d9c14be5ccbd2c7b31" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2780594299\mods\Refillable Lighters\media\scripts\Lighter.txt"
 "media/scripts/lighter_recipes.txt" "3cb6e7e488c8285e94da9a1742b40efb" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2780594299\mods\Refillable Lighters\media\scripts\Lighter_Recipes.txt"
 "media/scripts/log.txt" "d4e54baca330b9a0049c895b57411fce" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2671262464\mods\ReducedWoodWeight75p41\media\scripts\Log.txt"
 "media/scripts/logstacks.txt" "70cab61eab171fe271848356ac6f8894" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2671262464\mods\ReducedWoodWeight75p41\media\scripts\LogStacks.txt"
 "media/scripts/lwbetterelectronics_items.txt" "cf98e580b91baee0a2b6d9fdadf26cf5" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2999183635\mods\LWBetterElectronics\media\scripts\LWBetterElectronics_Items.txt"
 "media/scripts/lwbetterelectronics_literature.txt" "75ffc8bf368cd5dfd5616c5e273cb4cd" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2999183635\mods\LWBetterElectronics\media\scripts\LWBetterElectronics_Literature.txt"
 "media/scripts/lwbetterelectronics_models.txt" "78ac28d1a6569597decede689f0dc9f5" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2999183635\mods\LWBetterElectronics\media\scripts\LWBetterElectronics_Models.txt"
 "media/scripts/lwbetterelectronics_recipes.txt" "a71b536e2f2599efabecf05f4207f023" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2999183635\mods\LWBetterElectronics\media\scripts\LWBetterElectronics_Recipes.txt"
 "media/scripts/magazines_gunfighter/canister_m2a1.txt" "9a4a9a1a85dafb85cf4560e0bb032cb2" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_GUNFIGHTER\Canister_M2A1.txt"
 "media/scripts/magazines_gunfighter/magazine_minigun.txt" "9845ef0b3b7e35400f8936f23ae25bd4" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_GUNFIGHTER\Magazine_Minigun.txt"
 "media/scripts/magazines_gunfighter/magazine_multi.txt" "d5f5745ee74f309270fc51ef34a58e73" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_GUNFIGHTER\Magazine_Multi.txt"
 "media/scripts/magazines_gunfighter/magazine_paintball.txt" "a33e007e8c092212671922ac95fc6aca" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_GUNFIGHTER\Magazine_Paintball.txt"
 "media/scripts/magazines_gunfighter/tank_m2a1.txt" "fb0e2308af02ef67486921061627bbb0" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_GUNFIGHTER\Tank_M2A1.txt"
 "media/scripts/magazines_weaponpack/magazine_12g_drum.txt" "dfce77c01d9c09ad116f044d46ff391a" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_12g_Drum.txt".
[22-09-24 12:15:34.399] LOG  : General     , 1727000134399> 0> NetChecksum: 20 files, 20/20/20 "76f4b3d2dcd2cf349d19ec9b9b546860"
 "media/scripts/magazines_weaponpack/magazine_12g_six12.txt" "4b0c32c7f1569ddf81af549e32bfdacf" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_12g_SIX12.txt"
 "media/scripts/magazines_weaponpack/magazine_12g_srm.txt" "332f44bb399546000f37a0f2cdf094a8" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_12g_SRM.txt"
 "media/scripts/magazines_weaponpack/magazine_22.txt" "c604fadf0efddd6845555e5ca8a75166" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_22.txt"
 "media/scripts/magazines_weaponpack/magazine_223_ext.txt" "994a77a5df2be7d3b31029f973d48ad8" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_223_Ext.txt"
 "media/scripts/magazines_weaponpack/magazine_223_hunt.txt" "c0d40151a5b21cc8ead67a4b486b652b" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_223_Hunt.txt"
 "media/scripts/magazines_weaponpack/magazine_223_std.txt" "61b5e2aef8bb57fcecf311bbb3fe471f" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_223_Std.txt"
 "media/scripts/magazines_weaponpack/magazine_22_drum.txt" "3ce04b1bb6a3409471525d8588056983" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_22_Drum.txt"
 "media/scripts/magazines_weaponpack/magazine_22_ext.txt" "8d46b63da9f272c8fb8df226a27214ad" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_22_Ext.txt"
 "media/scripts/magazines_weaponpack/magazine_3006_ext.txt" "e3d5b920576b5ac6b5740cb3cf5431bd" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_3006_Ext.txt"
 "media/scripts/magazines_weaponpack/magazine_308_belt.txt" "6d86c92b34ec8585a388e00ec9efcbe7" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_308_Belt.txt"
 "media/scripts/magazines_weaponpack/magazine_308_ext.txt" "b44489c3c71769bc91fbb166a5111755" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_308_Ext.txt"
 "media/scripts/magazines_weaponpack/magazine_308_hunt.txt" "561523b014f42efe4841bb37899b7f01" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_308_Hunt.txt"
 "media/scripts/magazines_weaponpack/magazine_308_std.txt" "571c25320acc6dec81b7cbaa4575b195" "C:\Program Files (x86)\Steam\steamapps\workshop\content\108600\2297098490\mods\ARSENAL(26)GunFighter[MOD 2.0]\media\scripts\MAGAZINES_WEAPONPACK\Magazine_308_Std.txt"
