[17-10-24 23:12:51.495] LOG  : General     , 1729199571495> Base.Cropped_Sweater: DisplayCategory, ClothBody.
[17-10-24 23:12:51.623] LOG  : General     , 1729199571623> SapphCooking.Flatbread: DisplayCategory, FoodP.
[17-10-24 23:12:51.623] LOG  : General     , 1729199571623> SapphCooking.FlatbreadEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.CandyApple: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.Blender_Prep_Juice: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.Blender_Juice: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.LowBallMilkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.CocktailGlassMilkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.BeverageMilkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.Mug_Milkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.MugWhite_Milkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.MugRed_Milkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.MugSpiffo_Milkshake: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.Crepe: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.CrepeEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.BloomingOnion: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.FriedEggplant: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.LowBallSmoothie: DisplayCategory, FoodP.
[17-10-24 23:12:51.624] LOG  : General     , 1729199571624> SapphCooking.CocktailGlassSmoothie: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.BeverageSmoothie: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Mug_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.MugWhite_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.MugRed_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.MugSpiffo_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.PlasticCup_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Falafel_Uncooked: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Falafel_Fried: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.SapphCooking.SmashBurger: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_White: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Green: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Pink: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Blue: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Purple: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Yellow: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Orange: DisplayCategory, FoodP.
[17-10-24 23:12:51.625] LOG  : General     , 1729199571625> SapphCooking.Popsicle_Red: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Spice_PestoBowl: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Sausage_PigBlanket: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Tanghulu: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.CakeSlice_NianGao: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Cake_NianGao: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.BottleofJuice: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Corn_Cob: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Corn_CobEvolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Pretzel: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Pretzel_Tray: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.SapphDoughnut_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.SapphDoughnutChocolate_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Eclair_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Eclair_Chocolate_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Eclair_WhiteChocolate_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.Wokpan_BaconandEggs: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.LettuceWrap: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.LettuceWrap_Evolved: DisplayCategory, FoodP.
[17-10-24 23:12:51.626] LOG  : General     , 1729199571626> SapphCooking.CakePrep_Chocolate: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakePrep_Carrot: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakePrep_RedVelvet: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakePrep_BlackForestCake: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakePrep_StrawberryCake: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRaw_BlackForestCake: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRaw_Chocolate: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRaw_Carrot: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRaw_Strawberry: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRaw_RedVelvet: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRaw_Birthday: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.Cake_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeChocolate_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeCarrot_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeRedVelvet_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeBlackForest_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeStrawberry_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.CakeBirthday_Candle: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.Parmesan_CheeseWheel: DisplayCategory, FoodP.
[17-10-24 23:12:51.627] LOG  : General     , 1729199571627> SapphCooking.Blue_CheeseWheel: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.BlueCheese: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Truffle: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.MozzarelaSticks: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.BakingTray_MacaronCookies1: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.BakingTray_MacaronCookies2: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.BakingTray_MacaronCookies3: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.BakingTray_MacaronCookies4: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Cookies_Pink: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Cookies_Red: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Cookies_Blue: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Cookies_Green: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Cookies_Yellow: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Cookies_Purple: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Pink: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Red: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Blue: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Green: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Yellow: DisplayCategory, FoodP.
[17-10-24 23:12:51.628] LOG  : General     , 1729199571628> SapphCooking.Macaron_Purple: DisplayCategory, FoodP.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.SapphTortillaChips: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.CanolaOil: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.PeanutOil: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.AvocadoOil: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.FryBatter: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.CoconutOil: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.CanofKernelCorn: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.OpenCanofKernelCorn: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.ChickenBroth: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.BeefBroth: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.BucketofFriedBird: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.CannedBread: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.BucketofPopcorn: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.BagofFlourTortillas: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.CutTortilla: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.BowlofNachos: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.TortillaChipsinGuacamole: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.TortillaChipsinRefriedBeans: DisplayCategory, FoodN.
[17-10-24 23:12:51.629] LOG  : General     , 1729199571629> SapphCooking.TortillaChipsinQueso: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.CanofPowderedMilk: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.CanofProteinPowder: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.BrownRice: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.WhiteChocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.BagofSeaweed: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.ProteinBar: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.PastaDough: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.CandyCigarette: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.RolledPastaDough: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.BucketofCandyPopcorn: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.GranulatedSugar: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.VegetableBroth: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.PastaSheets: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.CanofRefriedBeans: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.CannedSausages: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.SaltPacket: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.SugarPacket: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.HotsaucePacket: DisplayCategory, FoodN.
[17-10-24 23:12:51.630] LOG  : General     , 1729199571630> SapphCooking.CoffeePacket: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Lemon: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Orange: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Apple: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Grape: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Pineapple: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Strawberry: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Peach: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.Drinkmix_Watermelon: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_FlamelessRationHeater: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_BeefStewUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_CheeseTortelliniUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_ChiliwBeansUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_LasagnaUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_MeatballsinSauceUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_OmeletwHamUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_PorkwRiceUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_SpaguettiUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_SausageswGravyUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_Pack1: DisplayCategory, FoodN.
[17-10-24 23:12:51.631] LOG  : General     , 1729199571631> SapphCooking.MRE_Pack2: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack3: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack4: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack5: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack6: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack7: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack8: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack9: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack10: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack11: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_Pack12: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_InChickenStrogonoffUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_InBeefStrogonoffUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.MRE_InRiceMincedMeatUn: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.BagofWontonWrappers: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.PackofCoffeeFilters: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.CoffeeBeansBag: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.CoffeeBeans: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.CoffeeFilter: DisplayCategory, FoodN.
[17-10-24 23:12:51.632] LOG  : General     , 1729199571632> SapphCooking.GrindedCoffee: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.TortillaChipsinChili: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlofCandy: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BagofMarshmallows: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlofMarshmallows: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.TinofCaviar: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.CanofBeets: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.Jello_Lime: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.Jello_Strawberry: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.Jello_Orange: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.Jello_Grape: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.Jello_Pineapple: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlJello_Lime: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlJello_Strawberry: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlJello_Orange: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlJello_Grape: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BowlJello_Pineapple: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.CannedEggs: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.BoxofTeaBags: DisplayCategory, FoodN.
[17-10-24 23:12:51.633] LOG  : General     , 1729199571633> SapphCooking.CannedBacon: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Bowl_Marinade: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.BakingTray_Jerky: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.SoySauce_Sachet: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Mustard_Sachet: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Tomato_Sachet: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.PeanutButter_Sachet: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.MonosodiumGlutamate_MSG: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Jar_Kimchi_Unfermented: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Jar_Kimchi_Fermented: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.MisoPaste: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Eclair: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Eclair_Chocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Eclair_WhiteChocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.ChocolateEgg_Small: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.ChocolateEgg_Medium: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.ChocolateEgg_Large: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.Seitan: DisplayCategory, FoodN.
[17-10-24 23:12:51.634] LOG  : General     , 1729199571634> SapphCooking.PowderedEggs: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Box_Bonbon: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Box_LiqueurBonbons: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Box_HeartChocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Heart_Chocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Bonbon: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Bonbon_Liqueur: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.ArborioRice: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Syrup_Chocolate: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Syrup_Strawberry: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.Syrup_Caramel: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.NoodleSachet_Beef: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.NoodleSachet_Chicken: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.CottonCandy_White: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.CottonCandy_Green: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.CottonCandy_Blue: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.CottonCandy_Pink: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.CottonCandy_Purple: DisplayCategory, FoodN.
[17-10-24 23:12:51.635] LOG  : General     , 1729199571635> SapphCooking.CottonCandy_Red: DisplayCategory, FoodN.
[17-10-24 23:12:51.636] LOG  : General     , 1729199571636> SapphCooking.CottonCandy_Orange: DisplayCategory, FoodN.
[17-10-24 23:12:51.636] LOG  : General     , 1729199571636> SapphCooking.CottonCandy_Yellow: DisplayCategory, FoodN.
