[29-09-24 19:33:38.469] LOG  : General     , 1727631218469> 0> Tsarcraft.VinylACDCHighwayToHell(1979): DisplayCategory, MediaA.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> checkbox121 = 	true.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> checkbox122 = 	true.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> checkbox123 = 	true.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> checkbox124 = 	true.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> checkbox125 = 	true.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> dropdown126 = 	8.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> ZOMBIE CCW LOOT = 	2.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> VEHICLE LOOT = 	11.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> POWERTOOLS = 	11.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> RELOADING ITEMS = 	4.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> AUTO EQUIP THROWN = 	false.
[29-09-24 19:34:47.920] LOG  : General     , 1727631287920> 0> AUTO SELECT MAG = 	1.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> AUTO ACTIVATE NV = 	2.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> EMERGENCY RELOAD = 	2.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> ARROW BREAKAGE = 	5.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> VISUAL EFFECTS = 	true.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> BURN TIME = 	5.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> IGNITE TARGET = 	5.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> HIT ALL BODY PARTS = 	false.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> ARCHERY DAMAGE = 	6.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> SKIP REMOVALS = 	false.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> FIXED ROTATION = 	6.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> AUTO ACTIVATE LASER = 	1.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> WEAPONLIGHT RUNTIME = 	6.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> HVY WEAPON MOVEMENT = 	1.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> FIREARM DAMAGE = 	6.
[29-09-24 19:34:47.921] LOG  : General     , 1727631287921> 0> MELEE DAMAGE = 	6.
[29-09-24 19:34:47.922] LOG  : General     , 1727631287922> 0> Init ISContextManager.
[29-09-24 19:34:48.030] LOG  : General     , 1727631288030> 0> TRUE CRAWL : IsTrueCrawlEnabled? 	[	true	].
[29-09-24 19:34:48.053] LOG  : General     , 1727631288053> 0> CreateType.
[29-09-24 19:34:48.054] LOG  : General     , 1727631288054> 0> TRUE CRAWL : isSurvivorNpcModEnabled? 	[	false	].
[29-09-24 19:34:48.054] LOG  : General     , 1727631288054> 0> TRUE CRAWL : isTrueCrouchingEnabled? 	[	true	].
[29-09-24 19:34:48.054] LOG  : General     , 1727631288054> 0> Mod Loaded: Crafting Enhanced Core by TheHunterJP (v1.0.0).
[29-09-24 19:34:48.055] LOG  : General     , 1727631288055> 0> Adding MRE Box to NecroForge.
[29-09-24 19:34:48.100] LOG  : General     , 1727631288100> 0> adding unknown item param "cucumberseed" = "SurFarm".
[29-09-24 19:34:48.100] LOG  : General     , 1727631288100> 0> adding unknown item param "cucumberbagseed" = "SurFarm".
[29-09-24 19:34:48.117] LOG  : General     , 1727631288117> 0> [CraftHelperContinued] Loading items....
[29-09-24 19:34:48.450] LOG  : General     , 1727631288450> 0> [CraftHelperContinued] Loaded All Items in 0.333 seconds.
[29-09-24 19:34:48.450] LOG  : General     , 1727631288450> 0> [CraftHelperContinued] 8953 items loaded..
[29-09-24 19:34:48.450] LOG  : General     , 1727631288450> 0> [CraftHelperContinued] 53 obsolete items skipped..
[29-09-24 19:34:48.451] LOG  : General     , 1727631288451> 0> [CraftHelperContinued] Loaded CraftingEnhancedCore Items in 0.001 seconds.
[29-09-24 19:34:48.451] LOG  : General     , 1727631288451> 0> [CraftHelperContinued] 5 CEC items loaded..
[29-09-24 19:34:48.470] LOG  : General     , 1727631288470> 0> [CraftHelperContinued] Loaded Traits in 0.019 seconds.
[29-09-24 19:34:48.471] LOG  : General     , 1727631288471> 0> [CraftHelperContinued] 333 traits loaded..
[29-09-24 19:34:48.473] LOG  : General     , 1727631288473> 0> [CraftHelperContinued] Loaded Professions in 0.002 seconds.
[29-09-24 19:34:48.473] LOG  : General     , 1727631288473> 0> [CraftHelperContinued] 22 professions loaded..
[29-09-24 19:34:48.477] LOG  : General     , 1727631288477> 0> [CraftHelperContinued] Loaded Skills in 0.004 seconds.
[29-09-24 19:34:48.477] LOG  : General     , 1727631288477> 0> [CraftHelperContinued] 36 skills loaded..
[29-09-24 19:34:48.477] LOG  : General     , 1727631288477> 0> [CraftHelperContinued] Loading recipes....
[29-09-24 19:34:48.856] LOG  : General     , 1727631288856> 0> [CraftHelperContinued] Loaded All Recipes in 0.379 seconds.
[29-09-24 19:34:48.856] LOG  : General     , 1727631288856> 0> [CraftHelperContinued] 4228 recipes loaded..
[29-09-24 19:34:48.856] LOG  : General     , 1727631288856> 0> [CraftHelperContinued] Loading evolved recipes....
[29-09-24 19:34:48.972] LOG  : General     , 1727631288972> 0> [CraftHelperContinued] Loaded All Evolved Recipes in 0.116 seconds.
[29-09-24 19:34:48.972] LOG  : General     , 1727631288972> 0> [CraftHelperContinued] 104 evolved recipes loaded..
[29-09-24 19:34:48.972] LOG  : General     , 1727631288972> 0> [CraftHelperContinued] 49 hidden evolved recipes skipped..
[29-09-24 19:34:48.972] LOG  : General     , 1727631288972> 0> [CraftHelperContinued] Loading CraftingEnhancedCore recipes....
[29-09-24 19:34:48.973] LOG  : General     , 1727631288973> 0> [CraftHelperContinued] Loaded CraftingEnhancedCore Recipes in 0.001 seconds.
[29-09-24 19:34:48.973] LOG  : General     , 1727631288973> 0> [CraftHelperContinued] 5 CEC recipes loaded..
[29-09-24 19:34:48.973] LOG  : General     , 1727631288973> 0> [CraftHelperContinued] Loaded Traits Recipes in 0 seconds.
[29-09-24 19:34:48.973] LOG  : General     , 1727631288973> 0> [CraftHelperContinued] 192 trait recipes loaded..
[29-09-24 19:34:48.974] LOG  : General     , 1727631288974> 0> [CraftHelperContinued] Loaded Profession free recipes and traits in 0.001 seconds.
[29-09-24 19:34:48.974] LOG  : General     , 1727631288974> 0> [CraftHelperContinued] 63 profession free recipes loaded..
[29-09-24 19:34:48.974] LOG  : General     , 1727631288974> 0> [CraftHelperContinued] 43 profession traits loaded..
[29-09-24 19:34:48.979] LOG  : General     , 1727631288979> 0> [CraftHelperContinued] Loaded Skill Traits in 0.005 seconds.
[29-09-24 19:34:48.979] LOG  : General     , 1727631288979> 0> [CraftHelperContinued] 333 skill traits loaded..
[29-09-24 19:34:48.981] LOG  : General     , 1727631288981> 0> [CraftHelperContinued] Loaded Skill Professions in 0.002 seconds.
[29-09-24 19:34:48.981] LOG  : General     , 1727631288981> 0> [CraftHelperContinued] 22 skill professions loaded..
[29-09-24 19:34:48.981] LOG  : General     , 1727631288981> 0> [CraftHelperContinued] Loaded all in 0.864 seconds.
[29-09-24 19:34:49.003] LOG  : General     , 1727631289003> 0> [CraftHelperContinued] Removed 307 hidden items.
[29-09-24 19:34:49.556] LOG  : General     , 1727631289556> 0> [CraftHelperContinued] Removed 123 hidden recipes in CHC_window.
[29-09-24 19:34:50.577] LOG  : General     , 1727631290577> 0> [CraftHelperContinued] Removed 123 hidden recipes in CHC_window.
[29-09-24 19:34:50.584] LOG  : General     , 1727631290584> 0> [CraftHelperContinued] No recipes to update state.
[29-09-24 19:34:50.585] LOG  : General     , 1727631290585> 0> [CraftHelperContinued] Initialised. Mod version: 1.9.
[29-09-24 19:34:50.586] LOG  : Network     , 1727631290586> 0> [29-09-24 19:34:50.586] > ConnectionManager: [send-packet] "player-connect" connection: guid=1727627848217995 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[29-09-24 19:34:50.586] LOG  : General     , 1727631290586> 0> Waiting for player-connect response from server.
[29-09-24 19:34:50.597] LOG  : Network     , 1727631290597> 0> Processing delayed packets....
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> *******************************************.
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> *******************************************.
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> Show Hit Damage = 	false.
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> Show Range/Hit% = 	false.
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> Show Weapon Info = 	1.
[29-09-24 19:34:50.616] LOG  : General     , 1727631290616> 0> Show Ammunition = 	true.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Movement Gauge = 	true.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Dynamic Recoil System = 	true.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Dynamic Range System = 	1.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Reset Sight Picture = 	true.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Firearm Jamm = 	4.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Firearms never Break = 	false.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Attachements break on melee = 	5.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> attachements break on fire = 	5.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Supression Level = 	3.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Bass sound Level = 	1.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Luncher range multiplier = 	1.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Vehicule penalty = 	false.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Debug Confirmation level = 	2.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Use vanilla shot sound brita's = 	false.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Eject Spend shells  = 	11.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Type (Bow / Crossbow) = 	6.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> Type (Flame Thrower) = 	2.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> dropdown22 = 	3.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> dropdown23 = 	2.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> dropdown24 = 	4.
[29-09-24 19:34:50.617] LOG  : General     , 1727631290617> 0> dropdown25 = 	6.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290617> 0> dropdown26 = 	6.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown27 = 	6.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown28 = 	3.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown29 = 	4.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown30 = 	5.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown31 = 	4.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown32 = 	3.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown33 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown34 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown35 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown36 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown37 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown38 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown39 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown40 = 	11.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown41 = 	6.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown42 = 	2.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown43 = 	2.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown44 = 	6.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown45 = 	2.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown46 = 	4.
[29-09-24 19:34:50.618] LOG  : General     , 1727631290618> 0> dropdown47 = 	5.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown48 = 	4.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown49 = 	5.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown50 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown51 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown52 = 	4.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown53 = 	3.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown54 = 	3.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown55 = 	4.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown56 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown57 = 	5.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown58 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown59 = 	4.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown60 = 	5.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown61 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown62 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown63 = 	2.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown64 = 	2.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown65 = 	2.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown66 = 	2.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown67 = 	2.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown68 = 	2.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown69 = 	6.
[29-09-24 19:34:50.619] LOG  : General     , 1727631290619> 0> dropdown70 = 	4.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown71 = 	3.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown72 = 	2.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown73 = 	2.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown74 = 	3.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown75 = 	4.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown76 = 	3.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown77 = 	2.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown78 = 	4.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown79 = 	2.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown80 = 	6.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown81 = 	5.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown82 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown83 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown84 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown85 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown86 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown87 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown88 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown89 = 	1.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown90 = 	2.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown91 = 	2.
[29-09-24 19:34:50.620] LOG  : General     , 1727631290620> 0> dropdown92 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown93 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown94 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown95 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown96 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown97 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown98 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown99 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown100 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown101 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown102 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown103 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown104 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown105 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown106 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown107 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown108 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown109 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown110 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown111 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown112 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown113 = 	2.
[29-09-24 19:34:50.621] LOG  : General     , 1727631290621> 0> dropdown114 = 	1.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> dropdown115 = 	5.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> dropdown116 = 	1.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> dropdown117 = 	1.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> dropdown118 = 	7.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> dropdown119 = 	3.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> checkbox120 = 	true.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> checkbox121 = 	true.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> checkbox122 = 	true.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> checkbox123 = 	true.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> checkbox124 = 	true.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> checkbox125 = 	true.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> dropdown126 = 	8.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> ZOMBIE CCW LOOT = 	2.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> VEHICLE LOOT = 	11.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> POWERTOOLS = 	11.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> RELOADING ITEMS = 	4.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> AUTO EQUIP THROWN = 	false.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> AUTO SELECT MAG = 	1.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> AUTO ACTIVATE NV = 	2.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> EMERGENCY RELOAD = 	2.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> ARROW BREAKAGE = 	5.
[29-09-24 19:34:50.622] LOG  : General     , 1727631290622> 0> VISUAL EFFECTS = 	true.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> BURN TIME = 	5.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> IGNITE TARGET = 	5.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> HIT ALL BODY PARTS = 	false.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> ARCHERY DAMAGE = 	6.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> SKIP REMOVALS = 	false.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> FIXED ROTATION = 	6.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> AUTO ACTIVATE LASER = 	1.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> WEAPONLIGHT RUNTIME = 	6.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> HVY WEAPON MOVEMENT = 	1.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> FIREARM DAMAGE = 	6.
[29-09-24 19:34:50.623] LOG  : General     , 1727631290623> 0> MELEE DAMAGE = 	6.
[29-09-24 19:34:50.652] WARN : Multiplayer , 1727631290652> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.652] WARN : Multiplayer , 1727631290652> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.658] WARN : Multiplayer , 1727631290658> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.658] WARN : Multiplayer , 1727631290658> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.668] WARN : Multiplayer , 1727631290668> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.672] WARN : Multiplayer , 1727631290672> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.672] WARN : Multiplayer , 1727631290672> 0> ActionPacket.process> Action error: player id=0 not fond.
[29-09-24 19:34:50.700] LOG  : General     , 1727631290700> 0> LuaNet: Loading....
[29-09-24 19:34:50.711] WARN : General     , 1727631290711> 0> GameClient.receivePlayerConnect> ReceivePlayerConnect: guid=1727627848217995 mtu=1492 connection-type=UDPRakNet.
[29-09-24 19:34:50.713] LOG  : General     , 1727631290713> 0> Warning, root node parent is always null..
[29-09-24 19:34:50.726] LOG  : General     , 1727631290726> 0> Warning, root node parent is always null..
[29-09-24 19:34:50.734] LOG  : Network     , 1727631290734> 0> [29-09-24 19:34:50.734] > ZNet: UpdateRichPresenceConnectionInfo: status=In game, connect=+connect 176.57.174.110:29000.
[29-09-24 19:34:52.773] LOG  : General     , 1727631292773> 0> FirstNAME:Shuffmayn.
[29-09-24 19:34:52.775] LOG  : General     , 1727631292775> 0> FirstNAME:Shuffmayn.
[29-09-24 19:34:52.775] LOG  : General     , 1727631292775> 0> FirstNAME:Shuffmayn.
[29-09-24 19:34:53.090] DEBUG: Vehicle     , 1727631293090> 0> CarController.<init>                > Vehicle vid=255 type=Base.87c10sb has been added at (10620,500000;9782,509766;0,291076) auth=vid:Base.87c10sb(255) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.283] DEBUG: Vehicle     , 1727631293283> 0> CarController.<init>                > Vehicle vid=254 type=Base.TrailerKbac has been added at (10626,500000;9782,004883;0,000000) auth=vid:Base.TrailerKbac(254) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.316] DEBUG: Vehicle     , 1727631293316> 0> CarController.<init>                > Vehicle vid=253 type=Base.PickUpTruckLightsFire has been added at (10710,625977;9790,535156;0,358433) auth=vid:Base.PickUpTruckLightsFire(253) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.321] DEBUG: Vehicle     , 1727631293321> 0> CarController.<init>                > Vehicle vid=252 type=Base.93townCarLimo has been added at (10675,150391;9814,760742;0,249279) auth=vid:Base.93townCarLimo(252) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.346] DEBUG: Vehicle     , 1727631293346> 0> CarController.<init>                > Vehicle vid=251 type=Base.86econoline has been added at (10679,640625;9811,937500;0,283665) auth=vid:Base.86econoline(251) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.349] DEBUG: Vehicle     , 1727631293349> 0> CarController.<init>                > Vehicle vid=250 type=Rotators.TrailerWaterBig has been added at (10674,125000;9811,704102;0,000000) auth=vid:Rotators.TrailerWaterBig(250) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.351] DEBUG: Vehicle     , 1727631293351> 0> CarController.<init>                > Vehicle vid=249 type=Base.isuzuboxmccoy has been added at (10677,481445;9817,875000;0,267466) auth=vid:Base.isuzuboxmccoy(249) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.354] DEBUG: Vehicle     , 1727631293353> 0> CarController.<init>                > Vehicle vid=248 type=Base.86fordE150long has been added at (10676,419922;9821,806641;0,235873) auth=vid:Base.86fordE150long(248) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.357] DEBUG: Vehicle     , 1727631293357> 0> CarController.<init>                > Vehicle vid=247 type=Base.f700flatbed has been added at (10685,693359;9812,131836;0,136661) auth=vid:Base.f700flatbed(247) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.360] DEBUG: Vehicle     , 1727631293360> 0> CarController.<init>                > Vehicle vid=246 type=Base.TrailerKbac has been added at (10699,248047;9810,909180;0,000000) auth=vid:Base.TrailerKbac(246) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.363] DEBUG: Vehicle     , 1727631293363> 0> CarController.<init>                > Vehicle vid=245 type=Base.87fordB700school has been added at (10693,810547;9816,228516;0,307707) auth=vid:Base.87fordB700school(245) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.367] DEBUG: Vehicle     , 1727631293367> 0> CarController.<init>                > Vehicle vid=244 type=Base.91chevys10 has been added at (10681,500000;9886,549805;0,324490) auth=vid:Base.91chevys10(244) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.369] DEBUG: Vehicle     , 1727631293369> 0> CarController.<init>                > Vehicle vid=243 type=Base.CarNormalSmashedRight has been added at (10795,023438;9783,010742;0,268849) auth=vid:Base.CarNormalSmashedRight(243) pid:(-1) auth=Server static=false active=false.
[29-09-24 19:34:53.370] DEBUG: Vehicle     , 1727631293370> 0> CarController.<init>                > Vehicle vid=242 type=Base.85vicsed has been added at (10754,288086;9859,952148;0,321232) auth=vid:Base.85vicsed(242) pid:(-1) auth=Server static=false active=false.
