[24-09-24 16:29:04.625] LOG  : General     , 1727188144625> 0> HuntingMod.HMDeadTurkey: DisplayCategory, FoodP.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBlack: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBlue: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBlueNavy: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBlueNeon: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBlueOlympic: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBrownDarkChocolate: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintBrownRusty: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintGreen: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintGreenArmy: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintGreenForest: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintGreenNeon: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintGrey: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintGreySteel: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintOrangeTangerine: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintPinkBubbleGum: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintPinkGlamorous: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintRed: displaycategory, Paint.
[24-09-24 16:29:05.635] LOG  : General     , 1727188145635> 0> PaintYourRide.AutomotiveSprayPaintRedBurgundy: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintRedCandyApple: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintVioletGrape: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintVioletIndigo: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintWhite: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintYellow: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintYellowNeon: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> PaintYourRide.AutomotiveSprayPaintYellowTuscany: displaycategory, Paint.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.Hooch: displaycategory, FoodA.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.BerryWine: displaycategory, FoodA.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.Kvass: displaycategory, FoodA.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.RuggedRecipesMagazine1: displaycategory, LitR.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.RuggedRecipesMagazine2: displaycategory, LitR.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.RuggedRecipesMagazine3: displaycategory, LitR.
[24-09-24 16:29:05.636] LOG  : General     , 1727188145636> 0> RuggedRecipes.RuggedRecipesMagazine4: displaycategory, LitR.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> adding unknown item param "cucumberseed" = "SurFarm".
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> RuggedRecipes.RuggedRecipesMagazine4: cucumberseed, SurFarm.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> adding unknown item param "cucumberbagseed" = "SurFarm".
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> RuggedRecipes.RuggedRecipesMagazine4: cucumberbagseed, SurFarm.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.WoodenSpoon: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.PlasticSpork: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.MeatTenderizer: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.ChefKnife1: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.ChefKnife2: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.ChefKnife3: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.MessTray: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.MeatTenderizer_Wood: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.WoodSpork: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.Ladle_Wood: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.PizzaPeel: displaycategory, WepMelee.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.SaucepanwithOil: displaycategory, Cooking.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.SaucepanwithKernelCorn: displaycategory, Cooking.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.FryingPanwithOil: displaycategory, Cooking.
[24-09-24 16:29:05.637] LOG  : General     , 1727188145637> 0> SapphCooking.WaterSaucepanArborioRice: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.WaterSaucepanBrownRice: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.WaterSaucepanwithPotatoes: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.SaucepanwithStock: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.DoughnutCutter: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.MetalWhisk: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.SaucepanwithSugarKernels: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.SaucepanChocolate: displaycategory, FoodP.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.PotofVegetableStock: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.WokPan: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.WokPan_Oil: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.WokPanWater: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.Laddle: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.StackBowl2: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.StackBowl3: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.CocktailMixer: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.LowballGlass: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.CocktailGlass: displaycategory, Cooking.
[24-09-24 16:29:05.638] LOG  : General     , 1727188145638> 0> SapphCooking.PlasticFilterHolder: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.CoffeeGrinder: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.EmptyThermos: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.PipingBags: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.BakingMolds: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.BagofWoodenSkewers: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.WoodenSkewers: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.ClothFilter: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.BagofToothpicks: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.IceTray: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.ButterChurn: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.Chopsticks_Sapph: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.Blender: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.Empty_FrenchPress: displaycategory, Cooking.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.CarbonatedWater: displaycategory, FoodB.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.Vermouth: displaycategory, FoodB.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.StrawberryMilk: displaycategory, FoodB.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.AlmondMilk: displaycategory, FoodB.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.BottlewithProteinShake: displaycategory, FoodB.
[24-09-24 16:29:05.639] LOG  : General     , 1727188145639> 0> SapphCooking.BleachBottlewithProteinShake: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottlewithMilk: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.PopbottlewithMilk: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.HotChocolate: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.HotChocolate2: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.HotChocolate3: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.HotChocolate4: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofGrapeJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofWatermelonJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofPeachJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.LowBallGlassCoffee: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofStrawberryJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofPineappleJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofAppleJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.LowballGlassWater: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofLemonJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.BottleofOrangeJuice: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.CocktailGlassWater: displaycategory, FoodB.
[24-09-24 16:29:05.640] LOG  : General     , 1727188145640> 0> SapphCooking.LowballGlassSazerac: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.CocktailGlassMartini: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.CocktailGlassGimlet: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.GinFull: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassOldFashioned: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassGin: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassVodka: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassWhiskey: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassManhattan: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.CocktailGlassWhiskeySour: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LiqueurBottle: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassNegroni: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.VodkaFull: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.TequilaFull: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassMargarita: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.CachacaFull: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassCaipirinha: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassTequila: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.LowballGlassBeer: displaycategory, FoodB.
[24-09-24 16:29:05.641] LOG  : General     , 1727188145641> 0> SapphCooking.CocktailGlassWhiskey: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.SakeFull: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassSake: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassWhiteRussian: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassBlackRussian: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassBloodyMary: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowBallGlassCoffeeBrew: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.MugBrewCoffee: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.MugBrewCoffee2: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.MugBrewCoffee3: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.MugBrewCoffee4: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassRum: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassCola: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.LowballGlassOrangeSoda: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.RumFull: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.ColaBottle: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.ColaBottlewithMilk: displaycategory, FoodB.
[24-09-24 16:29:05.642] LOG  : General     , 1727188145642> 0> SapphCooking.ColaBottlewithProteinShake: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.MugCoffee: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.MugCoffee2: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.MugCoffee3: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.MugCoffee4: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.ThermosCoffee: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.LowballGlassPilk: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.LowballGlassCubaLibre: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.EnergyDrink: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.ThermosBeverage: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.ThermosSoup: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.ThermosCoffeeEvolved: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.LowBallEvolved: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.CocktailGlassEvolved: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.CocktailMixerEvolved: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.ButtermilkBottle: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.Churn_Wine: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.Churn_Buttermilk: displaycategory, FoodB.
[24-09-24 16:29:05.643] LOG  : General     , 1727188145643> 0> SapphCooking.FullWater_FrenchPress: displaycategory, FoodB.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.Coffee_FrenchPress: displaycategory, FoodB.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphCorndog: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphSushiFish: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphNoodleSoup: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphSushiEgg: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphDoughnutPlain: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphDoughnutChocolate: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphOnigiri: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphCroissant: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SapphFishFried: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.FriedEgg: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.CroissaintDough: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.PeeledPotato: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.BakedPotato: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.TunaSandwich: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.SmallBirdMeatinBatter: displaycategory, FoodP.
[24-09-24 16:29:05.644] LOG  : General     , 1727188145644> 0> SapphCooking.FriedBirdMeat: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.ViennaSausage: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.HotdogBun: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.FrankfurterSausage: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.SausageinBatter: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.HomemadePopcorn: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.PotatoPeel: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.DeadRatinBatter: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.FriedRat: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.BrownEggCarton: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.BrownEgg: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.HomemadeKetchup: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.BowlwithBeatenEggs: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.CutPeeledPotato: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.HomemadeFries: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.BowlofFriedRice: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.FryingPanwithFriedRice: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.BowlofOmurice: displaycategory, FoodP.
[24-09-24 16:29:05.645] LOG  : General     , 1727188145645> 0> SapphCooking.ArborioRiceBowl: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.ParmesanCheese: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.MozzarelaCheese: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithRisotto: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.BowlofRisotto: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.BowlofGuacamole: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.CreamCheese: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithCheese: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithQueso: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SmallDough: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.BrownRiceBowl: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithBrownRice: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithCookedCutPotatoes: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithMashedPotatoes: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithNoodleSoup: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.DoughnutShapedDough: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.SaucepanwithMeltedChocolate: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.CandyPopcorn: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.FilledMeatPastaDough: displaycategory, FoodP.
[24-09-24 16:29:05.646] LOG  : General     , 1727188145646> 0> SapphCooking.Ravioli: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.Tortellini: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.SaucepanwithTortellini: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.SaucepanwithRavioli: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BowlofRavioli: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BowlofTortellini: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.SaucepanwithBeefStew: displaycategory, FoodP.
[24-09-24 16:29:05.647] LOG  : General     , 1727188145647> 0> SapphCooking.BowlofBeefStew: displaycategory, FoodP.
