[24-09-24 20:42:28.763] LOG  : General     , 1727203348763> 0> FunctionalAppliances.FAPlasticCupStout: DisplayCategory, FoodP.
[24-09-24 21:13:35.473] LOG  : General     , 1727205215473> 8.957.208.567> AUTO ACTIVATE LASER = 	1.
[24-09-24 21:13:35.473] LOG  : General     , 1727205215473> 8.957.208.568> WEAPONLIGHT RUNTIME = 	6.
[24-09-24 21:13:35.473] LOG  : General     , 1727205215473> 8.957.208.568> HVY WEAPON MOVEMENT = 	1.
[24-09-24 21:13:35.473] LOG  : General     , 1727205215473> 8.957.208.568> FIREARM DAMAGE = 	6.
[24-09-24 21:13:35.473] LOG  : General     , 1727205215473> 8.957.208.568> MELEE DAMAGE = 	6.
[24-09-24 21:14:08.757] LOG  : General     , 1727205248757> 8.957.241.851> Zombie: removing stale zombie 5000 id=25016.
[24-09-24 21:14:12.073] LOG  : General     , 1727205252073> 8.957.245.168> Zombie: removing stale zombie 5000 id=25185.
[24-09-24 21:14:39.987] WARN : Lua         , 1727205279987> 8.957.273.082> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:14:44.871] LOG  : General     , 1727205284871> 8.957.277.967> Zombie: removing stale zombie 5000 id=24982.
[24-09-24 21:14:58.389] LOG  : General     , 1727205298389> 8.957.291.484> Zombie: removing stale zombie 5000 id=24972.
[24-09-24 21:14:59.537] WARN : Lua         , 1727205299537> 8.957.292.632> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:00.303] WARN : Lua         , 1727205300303> 8.957.293.399> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:00.440] LOG  : General     , 1727205300440> 8.957.293.535> Trying to load Moddata: 	table 0x679717352.
[24-09-24 21:15:00.440] LOG  : General     , 1727205300440> 8.957.293.536> RemoteLinkTable loaded: 	nil.
[24-09-24 21:15:00.440] LOG  : General     , 1727205300440> 8.957.293.536> No Remote Linktable could be found in the  ModData.
[24-09-24 21:15:00.954] WARN : Lua         , 1727205300954> 8.957.294.049> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:00.954] WARN : Lua         , 1727205300954> 8.957.294.049> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:01.004] WARN : Lua         , 1727205301004> 8.957.294.099> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:01.837] WARN : Lua         , 1727205301837> 8.957.294.932> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:02.003] WARN : Lua         , 1727205302003> 8.957.295.099> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:02.053] WARN : Lua         , 1727205302053> 8.957.295.149> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:03.887] WARN : Lua         , 1727205303887> 8.957.296.982> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:04.503] WARN : Lua         , 1727205304503> 8.957.297.599> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:06.786] WARN : Lua         , 1727205306786> 8.957.299.882> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:06.803] WARN : Lua         , 1727205306803> 8.957.299.899> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:17.190] LOG  : General     , 1727205317190> 8.957.310.286> Zombie: removing stale zombie 5000 id=24928.
[24-09-24 21:15:40.356] WARN : General     , 1727205340356> 8.957.333.452> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:15:45.054] WARN : Lua         , 1727205345054> 8.957.338.149> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:46.170] WARN : Lua         , 1727205346170> 8.957.339.266> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:48.036] WARN : Lua         , 1727205348036> 8.957.341.133> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:48.920] WARN : Lua         , 1727205348920> 8.957.342.016> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:49.603] WARN : Lua         , 1727205349603> 8.957.342.699> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:49.637] WARN : Lua         , 1727205349637> 8.957.342.733> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:49.887] WARN : Lua         , 1727205349887> 8.957.342.983> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:51.736] WARN : Lua         , 1727205351736> 8.957.344.833> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:15:56.591] LOG  : General     , 1727205356591> 8.957.349.687> Petrol.
[24-09-24 21:16:05.070] WARN : Lua         , 1727205365070> 8.957.358.166> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:05.787] WARN : Lua         , 1727205365787> 8.957.358.883> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:05.920] WARN : Lua         , 1727205365920> 8.957.359.016> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:07.487] WARN : Lua         , 1727205367487> 8.957.360.583> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:07.854] WARN : Lua         , 1727205367854> 8.957.360.950> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:09.836] WARN : Lua         , 1727205369836> 8.957.362.933> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:09.853] WARN : Lua         , 1727205369853> 8.957.362.950> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:14.370] WARN : Lua         , 1727205374370> 8.957.367.467> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:14.803] WARN : Lua         , 1727205374803> 8.957.367.900> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:15.337] WARN : Lua         , 1727205375337> 8.957.368.433> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:15.704] WARN : Lua         , 1727205375704> 8.957.368.800> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:16.137] WARN : Lua         , 1727205376137> 8.957.369.233> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:16.487] WARN : Lua         , 1727205376487> 8.957.369.583> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:17.020] WARN : Lua         , 1727205377020> 8.957.370.117> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:17.337] WARN : Lua         , 1727205377337> 8.957.370.433> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:17.903] WARN : Lua         , 1727205377903> 8.957.371.000> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:18.153] WARN : Lua         , 1727205378153> 8.957.371.250> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:19.020] WARN : Lua         , 1727205379020> 8.957.372.116> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:19.670] WARN : Lua         , 1727205379670> 8.957.372.767> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:19.920] WARN : Lua         , 1727205379920> 8.957.373.016> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:24.036] WARN : Lua         , 1727205384036> 8.957.377.133> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:25.537] WARN : Lua         , 1727205385537> 8.957.378.633> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:25.690] LOG  : General     , 1727205385690> 8.957.378.786> Zombie: removing stale zombie 5000 id=24899.
[24-09-24 21:16:25.723] LOG  : General     , 1727205385723> 8.957.378.820> Zombie: removing stale zombie 5000 id=25010.
[24-09-24 21:16:36.421] WARN : Lua         , 1727205396420> 8.957.389.517> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:36.936] WARN : Lua         , 1727205396936> 8.957.390.033> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:38.087] WARN : Lua         , 1727205398087> 8.957.391.183> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:38.303] WARN : Lua         , 1727205398303> 8.957.391.400> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:38.353] WARN : Lua         , 1727205398353> 8.957.391.450> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:41.020] WARN : Lua         , 1727205401020> 8.957.394.117> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:41.153] WARN : Lua         , 1727205401153> 8.957.394.250> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:16:49.004] WARN : Lua         , 1727205409003> 8.957.402.100> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:03.753] WARN : Lua         , 1727205423753> 8.957.416.851> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:03.854] WARN : Lua         , 1727205423854> 8.957.416.951> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:04.220] WARN : Lua         , 1727205424220> 8.957.417.317> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:08.339] LOG  : General     , 1727205428339> 8.957.421.436> Zombie: removing stale zombie 5000 id=24896.
[24-09-24 21:17:09.323] LOG  : General     , 1727205429323> 8.957.422.420> Zombie: removing stale zombie 5000 id=25022.
[24-09-24 21:17:10.204] WARN : Lua         , 1727205430204> 8.957.423.301> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:12.370] WARN : Lua         , 1727205432370> 8.957.425.467> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:13.470] WARN : Lua         , 1727205433470> 8.957.426.567> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:14.336] WARN : Lua         , 1727205434336> 8.957.427.434> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:14.787] WARN : Lua         , 1727205434787> 8.957.427.884> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:15.070] WARN : Lua         , 1727205435070> 8.957.428.167> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:15.570] WARN : Lua         , 1727205435570> 8.957.428.667> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:16.453] WARN : Lua         , 1727205436453> 8.957.429.551> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:16.553] WARN : Lua         , 1727205436553> 8.957.429.651> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:20.087] WARN : Lua         , 1727205440087> 8.957.433.184> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:20.637] WARN : Lua         , 1727205440637> 8.957.433.734> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:20.820] WARN : Lua         , 1727205440820> 8.957.433.917> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:29.787] WARN : Lua         , 1727205449787> 8.957.442.884> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:30.490] LOG  : General     , 1727205450490> 8.957.443.587> Trying to load Moddata: 	table 0x679717352.
[24-09-24 21:17:30.490] LOG  : General     , 1727205450490> 8.957.443.587> RemoteLinkTable loaded: 	nil.
[24-09-24 21:17:30.490] LOG  : General     , 1727205450490> 8.957.443.587> No Remote Linktable could be found in the  ModData.
[24-09-24 21:17:34.570] WARN : Lua         , 1727205454570> 8.957.447.668> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:35.437] WARN : Lua         , 1727205455437> 8.957.448.534> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:35.820] WARN : Lua         , 1727205455820> 8.957.448.918> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:37.387] WARN : Lua         , 1727205457387> 8.957.450.484> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:39.237] WARN : Lua         , 1727205459237> 8.957.452.334> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:39.937] WARN : Lua         , 1727205459937> 8.957.453.034> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:40.153] WARN : Lua         , 1727205460153> 8.957.453.251> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:40.587] WARN : Lua         , 1727205460587> 8.957.453.684> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:45.320] WARN : General     , 1727205465320> 8.957.458.418> GameSounds.getOrCreateSound> no GameSound called "Shot_msg90_silence", adding a new one.
[24-09-24 21:17:46.240] WARN : Lua         , 1727205466240> 8.957.459.338> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:48.053] WARN : Multiplayer , 1727205468053> 8.957.461.151> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.698 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.070] WARN : Multiplayer , 1727205468070> 8.957.461.168> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.649 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.087] WARN : Multiplayer , 1727205468087> 8.957.461.184> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.601 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.103] WARN : Multiplayer , 1727205468103> 8.957.461.201> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.552 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.120] WARN : Multiplayer , 1727205468120> 8.957.461.218> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.503 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.137] WARN : Multiplayer , 1727205468137> 8.957.461.234> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.153] WARN : Multiplayer , 1727205468153> 8.957.461.251> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.170] WARN : Multiplayer , 1727205468170> 8.957.461.268> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.187] WARN : Multiplayer , 1727205468187> 8.957.461.284> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.203] WARN : Multiplayer , 1727205468203> 8.957.461.301> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.220] WARN : Multiplayer , 1727205468220> 8.957.461.318> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.967 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:48.320] WARN : Multiplayer , 1727205468320> 8.957.461.418> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="wasBumped" | pos=( 10948.9795 ; 9737.454 ; 0.0 ) | type1="right" | type2="" | type3="24880" | type4="right" | flags=264" | variables=1040 ].
[24-09-24 21:17:48.337] WARN : Multiplayer , 1727205468337> 8.957.461.434> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10948.98 ; 9737.454 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1040 ].
[24-09-24 21:17:48.737] DEBUG: Vehicle     , 1727205468737> 8.957.461.835> CarController.<init>                > Vehicle vid=244 type=Base.CarNormalSmashedRight has been added at (10924,749023;9865,423828;0,268663) auth=vid:Base.CarNormalSmashedRight(244) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:17:48.770] DEBUG: Vehicle     , 1727205468770> 8.957.461.868> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (10884,000977;9869,500000;0,333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:17:48.771] DEBUG: Vehicle     , 1727205468771> 8.957.461.869> CarController.<init>                > Vehicle vid=242 type=Base.85vicsed has been added at (10887,500000;9869,500000;0,384430) auth=vid:Base.85vicsed(242) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:17:48.987] WARN : Multiplayer , 1727205468987> 8.957.462.084> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.032 ; 9737.01 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.004] WARN : Multiplayer , 1727205469004> 8.957.462.101> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.038 ; 9736.961 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.036] WARN : Multiplayer , 1727205469036> 8.957.462.134> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.047 ; 9736.912 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.036] WARN : Multiplayer , 1727205469036> 8.957.462.135> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.056 ; 9736.863 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.053] WARN : Multiplayer , 1727205469053> 8.957.462.151> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.064 ; 9736.814 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.070] WARN : Multiplayer , 1727205469070> 8.957.462.168> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.073 ; 9736.766 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.086] WARN : Multiplayer , 1727205469086> 8.957.462.184> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.082 ; 9736.717 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.103] WARN : Multiplayer , 1727205469103> 8.957.462.201> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.091 ; 9736.668 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.120] WARN : Multiplayer , 1727205469120> 8.957.462.218> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.1 ; 9736.619 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.136] WARN : Multiplayer , 1727205469136> 8.957.462.234> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.108 ; 9736.57 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.153] WARN : Multiplayer , 1727205469153> 8.957.462.251> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.117 ; 9736.521 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:49.173] WARN : Multiplayer , 1727205469173> 8.957.462.270> EventPacket.tryProcess> Event skipped: [ player=4 "J_killer" | name="Update" | pos=( 10949.127 ; 9736.473 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1024 ].
[24-09-24 21:17:51.553] WARN : Lua         , 1727205471553> 8.957.464.651> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:52.387] WARN : Lua         , 1727205472387> 8.957.465.485> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:54.623] WARN : General     , 1727205474623> 8.957.467.721> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:17:54.656] WARN : General     , 1727205474656> 8.957.467.754> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:17:59.354] WARN : Lua         , 1727205479354> 8.957.472.451> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:17:59.453] WARN : Lua         , 1727205479453> 8.957.472.551> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:00.303] WARN : Lua         , 1727205480303> 8.957.473.401> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:01.053] WARN : Lua         , 1727205481053> 8.957.474.151> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:01.087] WARN : Lua         , 1727205481087> 8.957.474.185> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:01.754] WARN : Lua         , 1727205481754> 8.957.474.851> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:02.356] WARN : General     , 1727205482356> 8.957.475.454> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:18:02.373] WARN : General     , 1727205482373> 8.957.475.471> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:18:03.457] WARN : General     , 1727205483457> 8.957.476.555> GameSounds.getOrCreateSound> no GameSound called "SD[1]Shot_308", adding a new one.
[24-09-24 21:18:15.187] WARN : Lua         , 1727205495187> 8.957.488.285> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:15.203] WARN : Lua         , 1727205495203> 8.957.488.302> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:18.654] WARN : Lua         , 1727205498654> 8.957.491.752> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:18.686] WARN : Lua         , 1727205498686> 8.957.491.785> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:21.706] WARN : General     , 1727205501706> 8.957.494.805> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:18:21.724] WARN : General     , 1727205501724> 8.957.494.823> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[24-09-24 21:18:23.520] WARN : Lua         , 1727205503520> 8.957.496.618> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:25.703] WARN : Lua         , 1727205505703> 8.957.498.802> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:27.137] DEBUG: Vehicle     , 1727205507137> 8.957.500.235> CarController.<init>                > Vehicle vid=244 type=Base.CarNormalSmashedRight has been added at (10924,749023;9865,423828;0,268663) auth=vid:Base.CarNormalSmashedRight(244) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:27.170] DEBUG: Vehicle     , 1727205507170> 8.957.500.269> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (10884,000977;9869,500000;0,333060) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:27.171] DEBUG: Vehicle     , 1727205507171> 8.957.500.270> CarController.<init>                > Vehicle vid=242 type=Base.85vicsed has been added at (10887,500000;9869,500000;0,384430) auth=vid:Base.85vicsed(242) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:31.241] DEBUG: Vehicle     , 1727205511241> 8.957.504.339> CarController.<init>                > Vehicle vid=245 type=Base.CarNormalSmashedRight has been added at (10835,334961;9772,020508;0,268797) auth=vid:Base.CarNormalSmashedRight(245) pid:(-1) auth=Server static=false active=false.
[24-09-24 21:18:31.804] WARN : Lua         , 1727205511804> 8.957.504.902> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:31.871] WARN : Lua         , 1727205511871> 8.957.504.968> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:33.487] WARN : Lua         , 1727205513487> 8.957.506.585> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:33.904] WARN : Lua         , 1727205513904> 8.957.507.002> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:34.270] WARN : Lua         , 1727205514270> 8.957.507.369> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:35.236] WARN : Lua         , 1727205515236> 8.957.508.335> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 21:18:35.470] LOG  : General     , 1727205515470> 8.957.508.568> *******************************************.
[24-09-24 21:18:35.470] LOG  : General     , 1727205515470> 8.957.508.569> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> *******************************************.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Show Hit Damage = 	false.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Show Range/Hit% = 	false.
[24-09-24 21:18:35.471] LOG  : General     , 1727205515471> 8.957.508.569> Show Weapon Info = 	1.
