[24-09-24 01:51:15.946] LOG  : General     , 1727135475946> 0> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_RUKSAK1: displaycategory, ClothBack.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_RUKSAK2: displaycategory, ClothBack.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_Trousers_Worker: displaycategory, ClothLeg.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_SP2: displaycategory, ClothLeg.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_PAN: displaycategory, ClothLeg.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_ST2: displaycategory, ClothLeg.
[24-09-24 01:51:17.062] LOG  : General     , 1727135477062> 0> Base.CBX_ST3: displaycategory, ClothLeg.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CBX_ST4: displaycategory, ClothLeg.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CBX_SHO1: displaycategory, ClothFeet.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CBX_ST5: displaycategory, ClothLeg.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CBX_Waterproof: displaycategory, ClothLeg.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CBX_Kurtk_3: displaycategory, ClothBody.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CBX_KOMB: displaycategory, ClothBody.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.Toolbelt: displaycategory, ClothAcc.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.NailGun: displaycategory, Tool.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.NailGunMagazine: displaycategory, Tool.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> Base.CordlessDrill: displaycategory, Tool.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> TW.WorkshopMag1: displaycategory, LitR.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> TW.WorkshopMag2: displaycategory, LitR.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> TW.WorkshopMag3: displaycategory, LitR.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> TW.WorkshopMag4: displaycategory, LitR.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> TW.WorkshopMag5: displaycategory, LitR.
[24-09-24 01:51:17.063] LOG  : General     , 1727135477063> 0> TW.MetalPipeMold: displaycategory, CraftMetal.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.MetalBarMold: displaycategory, CraftMetal.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.SmallMetalSheetMold: displaycategory, CraftMetal.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.PropaneGasFurnace: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.GunParts: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.HugePropaneTank: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.LargePropaneTank: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.AirTank: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.MetalWorkbench: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.MetalParts: displaycategory, CraftMetal.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.BoxScrews: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.BoxLargeBolts: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.LargeBolt: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.Spring: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.Chain: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.Motor: displaycategory, Craft.
[24-09-24 01:51:17.064] LOG  : General     , 1727135477064> 0> TW.File: displaycategory, Tool.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.Pliers: displaycategory, Tool.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.MetalCutter: displaycategory, Tool.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.GolfClubHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.HammerHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.SledgeHammerHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.AxeHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.SmallBlade: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.SmallMetalBar: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.MeatCleaverHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.ScytheHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.LongBlade: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.ShovelHead: displaycategory, Craft.
[24-09-24 01:51:17.065] LOG  : General     , 1727135477065> 0> TW.HoeHead: displaycategory, Craft.
[24-09-24 01:51:17.066] LOG  : General     , 1727135477066> 0> TW.PickaxeHead: displaycategory, Craft.
[24-09-24 01:51:17.066] LOG  : General     , 1727135477066> 0> TW.RakeHead: displaycategory, Craft.
[24-09-24 01:51:17.066] LOG  : General     , 1727135477066> 0> TW.ForkHead: displaycategory, Craft.
[24-09-24 01:51:17.067] LOG  : General     , 1727135477067> 0> GidOrganized.OS12pkAdhesiveBandages: displaycategory, Med.
[24-09-24 01:51:17.067] LOG  : General     , 1727135477067> 0> GidOrganized.OS30pkAlcoholWipes: displaycategory, Med.
[24-09-24 01:51:17.068] LOG  : General     , 1727135477068> 0> GidOrganized.OS30pkAntibiotics: displaycategory, Med.
[24-09-24 01:51:17.068] LOG  : General     , 1727135477068> 0> GidOrganized.OS50pkAntidepressants: displaycategory, Med.
[24-09-24 01:51:17.068] LOG  : General     , 1727135477068> 0> GidOrganized.OS9pkBandages: displaycategory, Med.
[24-09-24 01:51:17.069] LOG  : General     , 1727135477069> 0> GidOrganized.OS9pkBandagesDirty: displaycategory, Med.
[24-09-24 01:51:17.070] LOG  : General     , 1727135477070> 0> Packing.10pkBarbedWire: displaycategory, Craft.
[24-09-24 01:51:17.070] LOG  : General     , 1727135477070> 0> Packing.5pkBarbedWire: displaycategory, Craft.
[24-09-24 01:51:17.070] LOG  : General     , 1727135477070> 0> Packing.10pkBattery: displaycategory, Craft.
[24-09-24 01:51:17.070] LOG  : General     , 1727135477070> 0> Packing.5pkBattery: displaycategory, Craft.
[24-09-24 01:51:17.071] LOG  : General     , 1727135477071> 0> Packing.6pkBeer: displaycategory, FoodA.
[24-09-24 01:51:17.071] LOG  : General     , 1727135477071> 0> Packing.6pkBeerCan: displaycategory, FoodA.
[24-09-24 01:51:17.071] LOG  : General     , 1727135477071> 0> GidOrganized.OS50pkBetaBlockers: displaycategory, Med.
[24-09-24 01:51:17.071] LOG  : General     , 1727135477071> 0> Packing.10pkBluePen: displaycategory, LitW.
[24-09-24 01:51:17.072] LOG  : General     , 1727135477072> 0> Packing.5pkBluePen: displaycategory, LitW.
[24-09-24 01:51:17.072] LOG  : General     , 1727135477072> 0> Packing.10pkBook: displaycategory, LitE.
[24-09-24 01:51:17.072] LOG  : General     , 1727135477072> 0> Packing.5pkBook: displaycategory, LitE.
[24-09-24 01:51:17.072] LOG  : General     , 1727135477072> 0> GidOrganizedFood.OS6pkCannedBeans: displaycategory, FoodN.
[24-09-24 01:51:17.072] LOG  : General     , 1727135477072> 0> GidOrganizedFood.OS6pkCannedBolognese: displaycategory, FoodN.
[24-09-24 01:51:17.072] LOG  : General     , 1727135477072> 0> GidOrganizedFood.OS6pkCannedCarrots: displaycategory, FoodN.
[24-09-24 01:51:17.073] LOG  : General     , 1727135477072> 0> GidOrganizedFood.OS6pkCannedChili: displaycategory, FoodN.
[24-09-24 01:51:17.073] LOG  : General     , 1727135477073> 0> GidOrganizedFood.OS6pkCannedCorn: displaycategory, FoodN.
[24-09-24 01:51:17.075] LOG  : General     , 1727135477075> 0> GidOrganizedFood.OS6pkCannedCornedBeef: displaycategory, FoodN.
[24-09-24 01:51:17.076] LOG  : General     , 1727135477076> 0> Packing.6pkCannedFruitBeverage: displaycategory, FoodN.
[24-09-24 01:51:17.076] LOG  : General     , 1727135477076> 0> Packing.6pkCannedFruitCocktail: displaycategory, FoodN.
[24-09-24 01:51:17.076] LOG  : General     , 1727135477076> 0> Packing.6pkCannedMilk: displaycategory, FoodN.
[24-09-24 01:51:17.077] LOG  : General     , 1727135477077> 0> GidOrganizedFood.OS6pkCannedMushSoup: displaycategory, FoodN.
[24-09-24 01:51:17.077] LOG  : General     , 1727135477077> 0> Packing.6pkCannedPeaches: displaycategory, FoodN.
[24-09-24 01:51:17.077] LOG  : General     , 1727135477077> 0> GidOrganizedFood.OS6pkCannedPeas: displaycategory, FoodN.
[24-09-24 01:51:17.078] LOG  : General     , 1727135477078> 0> Packing.6pkCannedPineapple: displaycategory, FoodN.
[24-09-24 01:51:17.078] LOG  : General     , 1727135477078> 0> GidOrganizedFood.OS6pkCannedPotato: displaycategory, FoodN.
[24-09-24 01:51:17.078] LOG  : General     , 1727135477078> 0> GidOrganizedFood.OS4pkSardines: displaycategory, FoodN.
[24-09-24 01:51:17.079] LOG  : General     , 1727135477079> 0> GidOrganizedFood.OS6pkCannedSoup: displaycategory, FoodN.
[24-09-24 01:51:17.079] LOG  : General     , 1727135477079> 0> GidOrganizedFood.OS6pkCannedTomato: displaycategory, FoodN.
[24-09-24 01:51:17.080] LOG  : General     , 1727135477080> 0> GidOrganizedFood.OS8pkCannedTuna: displaycategory, FoodN.
[24-09-24 01:51:17.080] LOG  : General     , 1727135477080> 0> Packing.20pkCigarettes: displaycategory, Drugs.
[24-09-24 01:51:17.080] LOG  : General     , 1727135477080> 0> GidOrganizedFood.OS4pkCoffee: displaycategory, Cook.
[24-09-24 01:51:17.080] LOG  : General     , 1727135477080> 0> GidOrganized.OS12pkCottonBalls: displaycategory, Med.
[24-09-24 01:51:17.080] LOG  : General     , 1727135477080> 0> Packing.10pkDenim: displaycategory, CraftTailor.
[24-09-24 01:51:17.081] LOG  : General     , 1727135477081> 0> Packing.50pkDenim: displaycategory, CraftTailor.
[24-09-24 01:51:17.081] LOG  : General     , 1727135477081> 0> Packing.100pkDenim: displaycategory, CraftTailor.
[24-09-24 01:51:17.081] LOG  : General     , 1727135477081> 0> GidOrganized.OS4pkDisinfectant: displaycategory, Med.
[24-09-24 01:51:17.082] LOG  : General     , 1727135477082> 0> Packing.6pkDogFood: displaycategory, FoodN.
[24-09-24 01:51:17.082] LOG  : General     , 1727135477082> 0> GidOrganizedFood.OS4pkDuctTape: displaycategory, Craft.
[24-09-24 01:51:17.083] LOG  : General     , 1727135477083> 0> Packing.10pkElectricWire: displaycategory, CraftElec.
[24-09-24 01:51:17.083] LOG  : General     , 1727135477083> 0> Packing.5pkElectricWire: displaycategory, CraftElec.
[24-09-24 01:51:17.084] LOG  : General     , 1727135477083> 0> Packing.10pkElectronicsScrap: displaycategory, CraftElec.
[24-09-24 01:51:17.085] LOG  : General     , 1727135477085> 0> Packing.50pkElectronicsScrap: displaycategory, CraftElec.
[24-09-24 01:51:17.085] LOG  : General     , 1727135477085> 0> Packing.100pkElectronicsScrap: displaycategory, CraftElec.
[24-09-24 01:51:17.086] LOG  : General     , 1727135477086> 0> Packing.10pkFishingLine: displaycategory, SurFish.
[24-09-24 01:51:17.087] LOG  : General     , 1727135477087> 0> Packing.5pkFishingLine: displaycategory, SurFish.
[24-09-24 01:51:17.087] LOG  : General     , 1727135477087> 0> Packing.10pkFishingNet: displaycategory, SurFish.
[24-09-24 01:51:17.087] LOG  : General     , 1727135477087> 0> Packing.5pkFishingNet: displaycategory, SurFish.
[24-09-24 01:51:17.088] LOG  : General     , 1727135477088> 0> Packing.10pkGarbage: displaycategory, Craft.
[24-09-24 01:51:17.088] LOG  : General     , 1727135477088> 0> Packing.5pkGarbage: displaycategory, Craft.
[24-09-24 01:51:17.088] LOG  : General     , 1727135477088> 0> Packing.10pkGlue: displaycategory, Craft.
[24-09-24 01:51:17.089] LOG  : General     , 1727135477089> 0> Packing.5pkGlue: displaycategory, Craft.
[24-09-24 01:51:17.090] LOG  : General     , 1727135477090> 0> Packing.10pkLeather: displaycategory, CraftTailor.
[24-09-24 01:51:17.092] LOG  : General     , 1727135477092> 0> Packing.50pkLeather: displaycategory, CraftTailor.
[24-09-24 01:51:17.093] LOG  : General     , 1727135477093> 0> Packing.100pkLeather: displaycategory, CraftTailor.
[24-09-24 01:51:17.093] LOG  : General     , 1727135477093> 0> Packing.10pkLighter: displaycategory, Tool.
[24-09-24 01:51:17.093] LOG  : General     , 1727135477093> 0> Packing.5pkLighter: displaycategory, Tool.
[24-09-24 01:51:17.093] LOG  : General     , 1727135477093> 0> Packing.10pkMagazine: displaycategory, LitE.
[24-09-24 01:51:17.093] LOG  : General     , 1727135477093> 0> Packing.5pkMagazine: displaycategory, LitE.
[24-09-24 01:51:17.093] LOG  : General     , 1727135477093> 0> Packing.10pkMatches: displaycategory, Tool.
[24-09-24 01:51:17.094] LOG  : General     , 1727135477094> 0> Packing.5pkMatches: displaycategory, Tool.
[24-09-24 01:51:17.094] LOG  : General     , 1727135477094> 0> Packing.10pkMetalBar: displaycategory, CraftMetal.
[24-09-24 01:51:17.094] LOG  : General     , 1727135477094> 0> Packing.5pkMetalBar: displaycategory, CraftMetal.
[24-09-24 01:51:17.095] LOG  : General     , 1727135477095> 0> Packing.10pkRopeMetalBar: displaycategory, CraftMetal.
[24-09-24 01:51:17.095] LOG  : General     , 1727135477095> 0> Packing.5pkRopeMetalBar: displaycategory, CraftMetal.
[24-09-24 01:51:17.095] LOG  : General     , 1727135477095> 0> Packing.10pkSheetRopeMetalBar: displaycategory, CraftMetal.
[24-09-24 01:51:17.096] LOG  : General     , 1727135477096> 0> Packing.5pkSheetRopeMetalBar: displaycategory, CraftMetal.
[24-09-24 01:51:17.096] LOG  : General     , 1727135477096> 0> Packing.10pkMetalPipe: displaycategory, CraftMetal.
[24-09-24 01:51:17.096] LOG  : General     , 1727135477096> 0> Packing.5pkMetalPipe: displaycategory, CraftMetal.
[24-09-24 01:51:17.097] LOG  : General     , 1727135477097> 0> Packing.10pkRopeMetalPipe: displaycategory, CraftMetal.
[24-09-24 01:51:17.097] LOG  : General     , 1727135477097> 0> Packing.5pkRopeMetalPipe: displaycategory, CraftMetal.
[24-09-24 01:51:17.097] LOG  : General     , 1727135477097> 0> Packing.10pkSheetRopeMetalPipe: displaycategory, CraftMetal.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.5pkSheetRopeMetalPipe: displaycategory, CraftMetal.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.10pkNailsBox: displaycategory, Craft.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.5pkNailsBox: displaycategory, Craft.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.10pkNewspaper: displaycategory, LitE.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.5pkNewspaper: displaycategory, LitE.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.10pkNotebook: displaycategory, LitW.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.5pkNotebook: displaycategory, LitW.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.10pkOrangeSoda: displaycategory, FoodB.
[24-09-24 01:51:17.098] LOG  : General     , 1727135477098> 0> Packing.5pkOrangeSoda: displaycategory, FoodB.
[24-09-24 01:51:17.099] LOG  : General     , 1727135477099> 0> GidOrganized.OS50pkPainkillers: displaycategory, Med.
[24-09-24 01:51:17.100] LOG  : General     , 1727135477100> 0> Packing.10pkPen: displaycategory, LitW.
[24-09-24 01:51:17.101] LOG  : General     , 1727135477100> 0> Packing.5pkPen: displaycategory, LitW.
[24-09-24 01:51:17.101] LOG  : General     , 1727135477101> 0> Packing.10pkPencil: displaycategory, LitW.
[24-09-24 01:51:17.101] LOG  : General     , 1727135477101> 0> Packing.5pkPencil: displaycategory, LitW.
[24-09-24 01:51:17.102] LOG  : General     , 1727135477102> 0> Packing.10pkRopePetrolCan: displaycategory, Mech.
[24-09-24 01:51:17.102] LOG  : General     , 1727135477102> 0> Packing.5pkRopePetrolCan: displaycategory, Mech.
[24-09-24 01:51:17.102] LOG  : General     , 1727135477102> 0> Packing.10pkSheetRopePetrolCan: displaycategory, Mech.
[24-09-24 01:51:17.103] LOG  : General     , 1727135477103> 0> Packing.5pkSheetRopePetrolCan: displaycategory, Mech.
[24-09-24 01:51:17.103] LOG  : General     , 1727135477103> 0> Packing.10pkRopeEmptyPetrolCan: displaycategory, Mech.
[24-09-24 01:51:17.103] LOG  : General     , 1727135477103> 0> Packing.5pkRopeEmptyPetrolCan: displaycategory, Mech.
[24-09-24 01:51:17.104] LOG  : General     , 1727135477104> 0> Packing.10pkSheetRopeEmptyPetrolCan: displaycategory, Cont.
[24-09-24 01:51:17.104] LOG  : General     , 1727135477104> 0> Packing.5pkSheetRopeEmptyPetrolCan: displaycategory, Cont.
[24-09-24 01:51:17.104] LOG  : General     , 1727135477104> 0> Packing.10pkSheetRopePlank: displaycategory, CraftCarp.
[24-09-24 01:51:17.104] LOG  : General     , 1727135477104> 0> Packing.5pkSheetRopePlank: displaycategory, CraftCarp.
[24-09-24 01:51:17.104] LOG  : General     , 1727135477104> 0> Packing.10pkRopePlank: displaycategory, CraftCarp.
[24-09-24 01:51:17.105] LOG  : General     , 1727135477105> 0> Packing.5pkRopePlank: displaycategory, CraftCarp.
[24-09-24 01:51:17.105] LOG  : General     , 1727135477105> 0> GidOrganizedFood.OS6pkPop: displaycategory, FoodB.
[24-09-24 01:51:17.105] LOG  : General     , 1727135477105> 0> GidOrganizedFood.OS6pkPopDiet: displaycategory, FoodB.
[24-09-24 01:51:17.105] LOG  : General     , 1727135477105> 0> GidOrganizedFood.OS6pkFizz: displaycategory, FoodB.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.10pkRopePropaneTank: displaycategory, Craft.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.5pkRopePropaneTank: displaycategory, Craft.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.10pkSheetRopePropaneTank: displaycategory, Craft.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.5pkSheetRopePropaneTank: displaycategory, Craft.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.10pkRedPen: displaycategory, LitW.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.5pkRedPen: displaycategory, LitW.
[24-09-24 01:51:17.106] LOG  : General     , 1727135477106> 0> Packing.10pkRedWine: displaycategory, FoodA.
[24-09-24 01:51:17.107] LOG  : General     , 1727135477107> 0> Packing.5pkRedWine: displaycategory, FoodA.
[24-09-24 01:51:17.107] LOG  : General     , 1727135477107> 0> Packing.10pkRag: displaycategory, CraftTailor.
[24-09-24 01:51:17.107] LOG  : General     , 1727135477107> 0> Packing.50pkRag: displaycategory, CraftTailor.
[24-09-24 01:51:17.107] LOG  : General     , 1727135477107> 0> Packing.100pkRag: displaycategory, CraftTailor.
[24-09-24 01:51:17.107] LOG  : General     , 1727135477107> 0> Packing.10pkRope: displaycategory, Craft.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.5pkRope: displaycategory, Craft.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.10pkScrapMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.5pkScrapMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.10pkScrewsBox: displaycategory, Craft.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.5pkScrewsBox: displaycategory, Craft.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.10pkSheetMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.5pkSheetMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.10pkRopeSheetMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.5pkRopeSheetMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.108] LOG  : General     , 1727135477108> 0> Packing.10pkSheetRopeSheetMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.5pkSheetRopeSheetMetal: displaycategory, CraftMetal.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.10pkSheetPaper: displaycategory, LitW.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.5pkSheetPaper: displaycategory, LitW.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.10pkSheetRope: displaycategory, Craft.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.5pkSheetRope: displaycategory, Craft.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.pkCarpentry: displaycategory, LitS.
[24-09-24 01:51:17.109] LOG  : General     , 1727135477109> 0> Packing.pkCooking: displaycategory, LitS.
[24-09-24 01:51:17.110] LOG  : General     , 1727135477110> 0> Packing.pkElectricity: displaycategory, LitS.
[24-09-24 01:51:17.110] LOG  : General     , 1727135477110> 0> Packing.pkFarming: displaycategory, LitS.
[24-09-24 01:51:17.110] LOG  : General     , 1727135477110> 0> Packing.pkFirstaid: displaycategory, LitS.
[24-09-24 01:51:17.110] LOG  : General     , 1727135477110> 0> Packing.pkFishing: displaycategory, LitS.
[24-09-24 01:51:17.110] LOG  : General     , 1727135477110> 0> Packing.pkForaging: displaycategory, LitS.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.pkMechanics: displaycategory, LitS.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.pkTailoring: displaycategory, LitS.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.pkMetalwork: displaycategory, LitS.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.pkTrapping: displaycategory, LitS.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> GidOrganized.OS50pkSleepingPills: displaycategory, Med.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.10pkSheetMetalSmall: displaycategory, CraftMetal.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.5pkSheetMetalSmall: displaycategory, CraftMetal.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.10pkSoap: displaycategory, Clean.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.5pkSoap: displaycategory, Clean.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> GidOrganized.OS9pkSterileBandages: displaycategory, Med.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.10pkThread: displaycategory, CraftTailor.
[24-09-24 01:51:17.111] LOG  : General     , 1727135477111> 0> Packing.5pkThread: displaycategory, CraftTailor.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.10pkTissue: displaycategory, Med.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.5pkTissue: displaycategory, Med.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.4pkToiletPaper: displaycategory, Med.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.10pkTwine: displaycategory, Craft.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.5pkTwine: displaycategory, Craft.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> GidOrganized.OS50pkVitamins: displaycategory, Med.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> GidOrganizedFood.OS24pkWaterBottleEmpty: displaycategory, Cont.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> GidOrganizedFood.OS24pkWaterBottleFull: displaycategory, FoodB.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.10pkWeldingRods: displaycategory, CraftMetal.
[24-09-24 01:51:17.112] LOG  : General     , 1727135477112> 0> Packing.5pkWeldingRods: displaycategory, CraftMetal.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> Packing.10pkWhiskey: displaycategory, FoodA.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> Packing.5pkWhiskey: displaycategory, FoodA.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> GidOrganizedFood.OS8pkWhiskeyEmpty: displaycategory, Cont.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> Packing.10pkWhiteWine: displaycategory, FoodA.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> Packing.5pkWhiteWine: displaycategory, FoodA.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> GidOrganizedFood.OS12pkWineEmpty: displaycategory, Cont.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> GidOrganizedFood.OS12pkWineEmpty2: displaycategory, Cont.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> Packing.10pkWire: displaycategory, Craft.
[24-09-24 01:51:17.113] LOG  : General     , 1727135477113> 0> Packing.5pkWire: displaycategory, Craft.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.10pkWoodGlue: displaycategory, Craft.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.5pkWoodGlue: displaycategory, Craft.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.10pk223: displaycategory, Ammo.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.5pk223: displaycategory, Ammo.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.10pk308: displaycategory, Ammo.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.5pk308: displaycategory, Ammo.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.10pk38: displaycategory, Ammo.
[24-09-24 01:51:17.114] LOG  : General     , 1727135477114> 0> Packing.5pk38: displaycategory, Ammo.
[24-09-24 01:51:17.115] LOG  : General     , 1727135477115> 0> Packing.10pk44: displaycategory, Ammo.
[24-09-24 01:51:17.115] LOG  : General     , 1727135477115> 0> Packing.5pk44: displaycategory, Ammo.
[24-09-24 01:51:17.115] LOG  : General     , 1727135477115> 0> Packing.10pk45: displaycategory, Ammo.
