[12-10-24 12:05:02.576] LOG  : General     , 1728727502576> 0> RuggedRecipes.HoochMash: DisplayCategory, FoodP.
[12-10-24 12:05:05.107] LOG  : Lua         , 1728727505107> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2914075159/mods/Evolving Traits World/media/lua/server/ETWClientCommands.lua.
[12-10-24 12:05:05.107] LOG  : Lua         , 1728727505107> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2914075159/mods/Evolving Traits World/media/lua/server/ETWFunctionsOverride.lua.
[12-10-24 12:05:05.107] LOG  : Lua         , 1728727505107> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2914075159/mods/Evolving Traits World/media/lua/server/ETWxpSystem.lua.
[12-10-24 12:05:05.107] LOG  : Lua         , 1728727505107> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2438225189/mods/EasyPacking/media/lua/server/extra_pack_functions.lua.
[12-10-24 12:05:05.108] LOG  : Lua         , 1728727505108> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2844721214/mods/KitsuneCrossbowSoundFix/media/lua/server/Farming/KCM_Scavenge.lua.
[12-10-24 12:05:05.108] LOG  : Lua         , 1728727505108> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2715579154/mods/RuggedRecipes/media/lua/server/Farming/RRFarm_FarmingSystem.lua.
[12-10-24 12:05:05.109] LOG  : Lua         , 1728727505109> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2715579154/mods/RuggedRecipes/media/lua/server/Farming/RRFarm_NewVeggies.lua.
[12-10-24 12:05:05.110] LOG  : Lua         , 1728727505110> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/1915420850/mods/FarmingTime/media/lua/server/Farming/SFFarm_FarmingSystem.lua.
[12-10-24 12:05:05.110] LOG  : Lua         , 1728727505110> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/1915420850/mods/FarmingTime/media/lua/server/Farming/SFFarm_NewVeggies.lua.
[12-10-24 12:05:05.111] LOG  : Lua         , 1728727505111> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3042138819/mods/FunctionalAppliances2/media/lua/server/FAServer.lua.
[12-10-24 12:05:05.111] LOG  : Lua         , 1728727505111> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2812828771/mods/Fencing Kits/media/lua/server/FenceKitRoll.lua.
[12-10-24 12:05:05.111] LOG  : Lua         , 1728727505111> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2904920097/mods/FancyHandwork/media/lua/server/FH_ISObjectClickHandler.lua.
[12-10-24 12:05:05.112] LOG  : Lua         , 1728727505112> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/1510950729/mods/FRUsedCars/media/lua/server/FR_Functions.lua.
[12-10-24 12:05:05.112] WARN : Lua         , 1728727505112> 0> LuaManager$GlobalObject.require> require("Vehicle/Vehicles") failed.
[12-10-24 12:05:05.112] LOG  : Lua         , 1728727505112> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2704811006/mods/Snow is water - v1.3 - Full Version/media/lua/server/GlobalItems/SGlobalItem.lua.
[12-10-24 12:05:05.112] LOG  : Lua         , 1728727505112> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2704811006/mods/Snow is water - v1.3 - Full Version/media/lua/server/GlobalItems/SGlobalItemSystem.lua.
[12-10-24 12:05:05.113] LOG  : Lua         , 1728727505113> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2986578314/mods/TchernoLib/media/lua/server/GlobalObject/SGlobalObjectCreator.lua.
[12-10-24 12:05:05.113] LOG  : Lua         , 1728727505113> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/GunFighter_04Server.lua.
[12-10-24 12:05:05.114] LOG  : Lua         , 1728727505114> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/GunFighter_05Light.lua.
[12-10-24 12:05:05.115] LOG  : Lua         , 1728727505115> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2883310292/mods/Handycraft/media/lua/server/Handycraft_recipecodes.lua.
[12-10-24 12:05:05.115] LOG  : Lua         , 1728727505115> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3024365998/mods/StandardizedVehicleUpgradesV/media/lua/server/IceCreamTruckRefrigerator.lua.
[12-10-24 12:05:05.115] LOG  : Lua         , 1728727505115> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2923979345/mods/Crafting-Enhanced-Core/media/lua/server/ISDoubleTileTable.lua.
[12-10-24 12:05:05.116] LOG  : Lua         , 1728727505116> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2744974916/mods/CraftMetalDrumRainBarrel/media/lua/server/ISMetalDrumPatch.lua.
[12-10-24 12:05:05.116] LOG  : Lua         , 1728727505116> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2625625421/mods/isoContainers/media/lua/server/ISOcontainer.lua.
[12-10-24 12:05:05.116] LOG  : Lua         , 1728727505116> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2873290424/mods/70dodge/media/lua/server/Items/70dodgeItemDistro.lua.
[12-10-24 12:05:05.116] LOG  : Lua         , 1728727505116> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2785549133/mods/74amgeneralM151A2/media/lua/server/Items/74amgeneralM151A2itemDistro.lua.
[12-10-24 12:05:05.117] LOG  : Lua         , 1728727505117> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2799152995/mods/78amgeneralM35A2/media/lua/server/Items/78amgeneralM35A2itemDistro.lua.
[12-10-24 12:05:05.117] LOG  : Lua         , 1728727505117> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2618213077/mods/82oshkoshM911/media/lua/server/Items/82oshkoshitemDistro.lua.
[12-10-24 12:05:05.117] LOG  : Lua         , 1728727505117> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3110911330/mods/87fordB700/media/lua/server/Items/87fordB700_ItemDistro.lua.
[12-10-24 12:05:05.117] LOG  : Lua         , 1728727505117> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2952802178/mods/90fordF350ambulance/media/lua/server/Items/90fordF350ambulanceitemDistro.lua.
[12-10-24 12:05:05.117] LOG  : Lua         , 1728727505117> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2932547723/mods/93townCar/media/lua/server/Items/93townCar_itemDistro.lua.
[12-10-24 12:05:05.118] LOG  : Lua         , 1728727505118> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2728257015/mods/agrotsar/media/lua/server/Items/Agro_ItemDistributions.lua.
[12-10-24 12:05:05.118] LOG  : Lua         , 1728727505118> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2778576730/mods/amclub/media/lua/server/Items/AMC_ItemDistributions.lua.
[12-10-24 12:05:05.118] LOG  : Lua         , 1728727505118> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2577049038/mods/Ammo Logistics/Media/lua/server/items/AML_Distributions.lua.
[12-10-24 12:05:05.119] LOG  : Lua         , 1728727505119> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3017381029/mods/Ammo_Pouch/media/lua/server/Items/Ammo_Pouch_Distributions.lua.
[12-10-24 12:05:05.120] LOG  : Lua         , 1728727505120> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2392987599/mods/AquatsarYachtClub/media/lua/server/Items/AquaItemDistributions.lua.
[12-10-24 12:05:05.121] LOG  : Lua         , 1728727505121> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Items/ATACommonItemDistributions.lua.
[12-10-24 12:05:05.121] LOG  : Lua         , 1728727505121> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Items/ATAItemDistInfo.lua.
[12-10-24 12:05:05.121] LOG  : Lua         , 1728727505121> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2335368829/mods/Authentic Z - Current/media/lua/server/items/AZ_Distributions.lua.
[12-10-24 12:05:05.122] LOG  : Lua         , 1728727505122> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2335368829/mods/Authentic Z - Current/media/lua/server/items/AZ_ProceduralDistributions.lua.
[12-10-24 12:05:05.123] LOG  : Lua         , 1728727505123> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2849247394/mods/Basements/media/lua/server/Items/BasementItemDistro.lua.
[12-10-24 12:05:05.123] LOG  : Lua         , 1728727505123> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/522891356/mods/Bedford Falls/media/lua/server/Items/BedfordProceduralDistributions.lua.
[12-10-24 12:05:05.123] LOG  : Lua         , 1728727505123> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/795965198/mods/Better Canning/media/lua/server/Items/Better_Canning_Mod_icons.lua.
[12-10-24 12:05:05.124] LOG  : Lua         , 1728727505124> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/795965198/mods/Better Canning/media/lua/server/Items/BetterCanningSuburbsDistributions.lua.
[12-10-24 12:05:05.124] ERROR: General     , 1728727505124> 0> ExceptionLogger.logException> Exception thrown java.lang.NullPointerException: Cannot invoke "se.krka.kahlua.vm.KahluaTable.len()" because "<local2>" is null at TableLib.insert line:217..
[12-10-24 12:05:05.124] ERROR: General     , 1728727505124> 0> DebugLogStream.printException> Stack trace:.
[12-10-24 12:05:05.125] LOG  : General     , 1728727505125> 0> -----------------------------------------
STACK TRACE
-----------------------------------------
Callframe at: table.insert
function: BetterCanningSuburbsDistributions.lua -- file: BetterCanningSuburbsDistributions.lua line # 3 | MOD: Better Canning.
[12-10-24 12:05:05.126] LOG  : Lua         , 1728727505126> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3004563786/mods/Big Dried Fruit/media/lua/server/items/Big_Dried_Spawn.lua.
[12-10-24 12:05:05.128] LOG  : Lua         , 1728727505128> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3004563786/mods/Big Items/media/lua/server/items/Big_Items_Spawn.lua.
[12-10-24 12:05:05.128] LOG  : Lua         , 1728727505128> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3004563786/mods/Big Salt/media/lua/server/items/Big_salt_Spawn.lua.
[12-10-24 12:05:05.130] LOG  : Lua         , 1728727505130> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2209099061/mods/AdditionalSkillBooks_2/media/lua/server/Items/BooksDistribution.lua.
[12-10-24 12:05:05.131] LOG  : Lua         , 1728727505131> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/Items/Brita_01Removals.lua.
[12-10-24 12:05:26.416] LOG  : Lua         , 1728727526416> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/Items/Brita_03Pre_Attach.lua.
[12-10-24 12:05:26.417] LOG  : Lua         , 1728727526417> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/Items/Brita_06Multi_Distro.lua.
[12-10-24 12:05:26.466] LOG  : General     , 1728727526466> 0> SINGLE-PLAYER INIT DISTRO ONCE.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> MULTI-PLAYER MODE IGNORE MOD-OPTIONS.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> REMOVED Sword.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Bow	0.5	0.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Flamer	0.1	0.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Launcher	0.2	0.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Minigun	0.1	0.9.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Machine-Gun	0.3	0.7.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Auto Rifle Cal	0.5	0.5.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Semi-Auto	0.5	0.5.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Auto Pistol Cal	0.5	0.5.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Lever-Action	0.2	0.8.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Revolver	0.3	0.7.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Pump-Action	0.4	0.6.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Bolt-Action	0.3	0.7.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> TYPE - Break-Barrel	0.2	0.8.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> REGION - USA	1	0.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> REGION - SOV	1	0.
[12-10-24 12:05:26.467] LOG  : General     , 1728727526467> 0> REGION - KOR	1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> REGION - PAC	1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> REGION - CZE	1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> REGION - EUR	1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> REGION - ISR	1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> REGION - REST	1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 50 BMG	0.5	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - Shotgun 4g	0.1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - Shotgun 10g	0.1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - Shotgun 12g	0.5	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - Shotgun 20g	0.1	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 30-06 SPG	0.3	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 308 WIN	0.4	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 762x54mm R	0.3	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 545x39mm	0.4	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 762x39mm	0.5	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 556x45mm	0.5	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 223 REM	0.3	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 45-70 GOV	0.2	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 45 LC	0.2	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 44 MAG	0.3	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 45 ACP	0.5	0.
[12-10-24 12:05:26.468] LOG  : General     , 1728727526468> 0> CALIBER - 357 MAG	0.4	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> CALIBER - 57x28mm	0.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> CALIBER - 9x21mm	0.3	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> CALIBER - 380 ACP	0.4	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> CALIBER - 22 LR	0.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> CALIBER - 177 BB	0.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Gun Case	3.0E-4	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Suppressor	0.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Optic	0.3	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Light	0.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Part	0.3	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Ammo Can	2	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Ammo Box	10	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Poly Can	0.1	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Std Mag	3	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Ext Mag	2	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Drum Mag	1	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Melee Sml Knife	1.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Melee Lrg Knife	1	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Melee Sword	1	100.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Melee Axe	1	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Melee Blunt	1.5	0.
[12-10-24 12:05:26.469] LOG  : General     , 1728727526469> 0> Melee Spear	0.5	0.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> Power Tool	1	0.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> Armor	0.3	0.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> Reload	0.3	0.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> x90	0.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> CIVxLEO	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> CIVxMIL	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> LEOxCIV	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> LEOxMIL	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> MILxNON	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> SECxNON	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> HNTxNON	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> SURxNON	100.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> GUNRollGUN	2.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> GUNRollPART	2.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> GUNRollAMMO	2.
[12-10-24 12:05:26.470] LOG  : General     , 1728727526470> 0> GUNRollARMOR	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> LEORollGUN	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> LEORollAMMO	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> LEORollARMOR	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> MILRollGUN	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> MILRollAMMO	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> MILRollARMOR	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SECRollGUN	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SECRollAMMO	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SECRollARMOR	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SURRollGUN	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SURRollPART	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SURRollAMMO	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> SURRollARMOR	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> HNTRollGUN	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> HNTRollPART	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> HNTRollAMMO	2.
[12-10-24 12:05:26.471] LOG  : General     , 1728727526471> 0> HNTRollARMOR	2.
[12-10-24 12:05:26.472] LOG  : General     , 1728727526472> 0> CIVx	1.
[12-10-24 12:05:26.472] LOG  : General     , 1728727526472> 0> LEOx	1.4.
[12-10-24 12:05:26.485] LOG  : General     , 1728727526472> 0> MILx	1.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> SECx	1.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> HNTx	1.6.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> SURx	1.2.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> CIVammo	false.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> LEOammo	false.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> MILammo	false.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> SECammo	false.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> HNTammo	false.
[12-10-24 12:05:26.486] LOG  : General     , 1728727526486> 0> SURammo	false.
[12-10-24 12:05:26.487] LOG  : General     , 1728727526487> 0> MILITARY REGION	8.
[12-10-24 12:05:26.487] LOG  : General     , 1728727526487> 0> ZOMBIE CCW	3.0E-4.
[12-10-24 12:05:26.487] LOG  : General     , 1728727526487> 0> VEHICLE LOOT REDUCER	0.5.
[12-10-24 12:05:26.487] LOG  : General     , 1728727526487> 0> ARMOR DISTRO OVERRIDE OPTION ENABLED.
[12-10-24 12:05:26.487] LOG  : General     , 1728727526487> 0> Brita_2 DETECTED& RESETTING DISTRO& RE-INSERT DISTRO IN MIL LOCKERS.
[12-10-24 12:05:26.488] LOG  : Lua         , 1728727526488> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2460154811/mods/Brita's Armor Pack/media/lua/server/items/Brita_Armor_Distributrions.lua.
[12-10-24 12:05:34.011] LOG  : General     , 1728727534011> 0> ARMOR DISTRO OVERRIDE OPTION ENABLED.
[12-10-24 12:05:34.011] LOG  : General     , 1728727534011> 0> Brita_2 MOD DETECTED.
[12-10-24 12:05:34.013] LOG  : General     , 1728727534013> 0> BRITA'S ARMOR PACK INSERTED IN PROCEDURAL LISTS.
[12-10-24 12:05:34.013] LOG  : General     , 1728727534013> 0> ARMOR DISTRO OVERRIDE OPTION ENABLED FOR VEHICLES.
[12-10-24 12:05:34.014] LOG  : General     , 1728727534014> 0> Brita_2 DETECTED& INSERTING DISTRO IN MIL / SWAT / FIRE VEHICLES.
[12-10-24 12:05:34.022] LOG  : Lua         , 1728727534022> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2688809268/mods/TsarcraftCache2/media/lua/server/Items/CacheTCGLoadingTCBoombox.lua.
[12-10-24 12:05:34.025] LOG  : Lua         , 1728727534025> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2688809268/mods/TsarcraftCache2/media/lua/server/Items/CacheTCGLoadingTCVinylplayer.lua.
[12-10-24 12:05:34.027] LOG  : Lua         , 1728727534027> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2688809268/mods/TsarcraftCache2/media/lua/server/Items/CacheTCGVehicleDistributions.lua.
[12-10-24 12:05:34.027] LOG  : Lua         , 1728727534027> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2863949128/mods/CanteensAndBottles/media/lua/server/items/CanteensAndBottles_Item_Distribution.lua.
[12-10-24 12:05:34.029] LOG  : Lua         , 1728727534029> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2847911733/mods/ClothesBOX/media/lua/server/Items/CBX_MedBagLootDistributions.lua.
[12-10-24 12:05:34.029] LOG  : Lua         , 1728727534029> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2847911733/mods/ClothesBOX/media/lua/server/Items/ClothingBox_LootDistributions.lua.
[12-10-24 12:05:34.031] LOG  : Lua         , 1728727534031> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2923979345/mods/Crafting-Enhanced-Core/media/lua/server/items/CraftinTablesOverlays.lua.
[12-10-24 12:05:34.031] LOG  : Lua         , 1728727534031> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3171167894/mods/damnlib/media/lua/server/Items/damnCraft_itemDistro.lua.
[12-10-24 12:05:34.033] LOG  : Lua         , 1728727534033> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2432621382/mods/BCGRareWeapons/media/lua/server/Items/Distributions_BCGRareWeapons.lua.
[12-10-24 12:05:34.033] LOG  : Lua         , 1728727534033> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2423906082/mods/BCGTools/media/lua/server/Items/Distributions_BCGTools.lua.
[12-10-24 12:05:34.034] WARN : Lua         , 1728727534034> 0> LuaManager$GlobalObject.require> require("Items/AttachedWeaponDefinitions") failed.
[12-10-24 12:05:34.034] LOG  : Lua         , 1728727534034> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2844721214/mods/KitsuneCrossbowSoundFix/media/lua/server/items/Distributions_KCMnew.lua.
[12-10-24 12:05:34.034] LOG  : Lua         , 1728727534034> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2714848168/mods/PaperWyverns_Sleepingbags/media/lua/server/Items/Distributions_PaperWyvern.lua.
[12-10-24 12:05:34.034] LOG  : Lua         , 1728727534034> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2478768005/mods/TMC_Trolley/media/lua/server/Items/Distributions_Trolley.lua.
[12-10-24 12:05:34.035] LOG  : Lua         , 1728727534035> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2459400130/mods/Dynamic-Traits-main/media/lua/server/Items/DTDistributions.lua.
[12-10-24 12:05:34.036] LOG  : Lua         , 1728727534036> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2996978365/mods/LazoloDynamicBackpackUpgrades/media/lua/server/Items/DynamicBackpackUpgradesDistributions.lua.
[12-10-24 12:05:34.037] LOG  : Lua         , 1728727534037> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2870394916/mods/86fordE150dnd/media/lua/server/Items/E150dnditemDistro.lua.
[12-10-24 12:05:34.037] LOG  : Lua         , 1728727534037> 0> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/2870394916/mods/86fordE150/media/lua/server/Items/E150itemDistro.lua.
