[30-09-24 18:24:46.911] LOG  : General     , 1727713486911> 0> Tsarcraft.VinylBoneyMRasputin(1978): DisplayCategory, MediaA.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown28 = 	3.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown29 = 	4.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown30 = 	5.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown31 = 	4.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown32 = 	3.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown33 = 	11.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown34 = 	11.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown35 = 	11.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown36 = 	11.
[30-09-24 18:25:24.130] LOG  : General     , 1727713524130> 0> dropdown37 = 	11.
[30-09-24 18:25:24.131] LOG  : General     , 1727713524131> 0> dropdown38 = 	11.
[30-09-24 18:25:24.131] LOG  : General     , 1727713524131> 0> dropdown39 = 	11.
[30-09-24 18:25:24.131] LOG  : General     , 1727713524131> 0> dropdown40 = 	11.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown41 = 	6.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown42 = 	2.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown43 = 	2.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown44 = 	6.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown45 = 	2.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown46 = 	4.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown47 = 	5.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown48 = 	4.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown49 = 	5.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown50 = 	6.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown51 = 	6.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown52 = 	4.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown53 = 	3.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown54 = 	3.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown55 = 	4.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown56 = 	6.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown57 = 	5.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown58 = 	6.
[30-09-24 18:25:24.132] LOG  : General     , 1727713524132> 0> dropdown59 = 	4.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown60 = 	5.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown61 = 	6.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown62 = 	6.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown63 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown64 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown65 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown66 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown67 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown68 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown69 = 	6.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown70 = 	4.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown71 = 	3.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown72 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown73 = 	2.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown74 = 	3.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown75 = 	4.
[30-09-24 18:25:24.133] LOG  : General     , 1727713524133> 0> dropdown76 = 	3.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown77 = 	2.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown78 = 	4.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown79 = 	2.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown80 = 	6.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown81 = 	5.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown82 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown83 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown84 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown85 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown86 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown87 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown88 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown89 = 	1.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown90 = 	2.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown91 = 	2.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown92 = 	2.
[30-09-24 18:25:24.134] LOG  : General     , 1727713524134> 0> dropdown93 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown94 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown95 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown96 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown97 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown98 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown99 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown100 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown101 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown102 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown103 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown104 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown105 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown106 = 	2.
[30-09-24 18:25:24.135] LOG  : General     , 1727713524135> 0> dropdown107 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown108 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown109 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown110 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown111 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown112 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown113 = 	2.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown114 = 	1.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown115 = 	5.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown116 = 	1.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown117 = 	1.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown118 = 	7.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> dropdown119 = 	3.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> checkbox120 = 	true.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> checkbox121 = 	true.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> checkbox122 = 	true.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> checkbox123 = 	true.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> checkbox124 = 	true.
[30-09-24 18:25:24.136] LOG  : General     , 1727713524136> 0> checkbox125 = 	true.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> dropdown126 = 	8.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> ZOMBIE CCW LOOT = 	2.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> VEHICLE LOOT = 	11.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> POWERTOOLS = 	11.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> RELOADING ITEMS = 	4.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> AUTO EQUIP THROWN = 	false.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> AUTO SELECT MAG = 	1.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> AUTO ACTIVATE NV = 	2.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> EMERGENCY RELOAD = 	2.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> ARROW BREAKAGE = 	5.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> VISUAL EFFECTS = 	true.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> BURN TIME = 	5.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> IGNITE TARGET = 	5.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> HIT ALL BODY PARTS = 	false.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> ARCHERY DAMAGE = 	6.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> SKIP REMOVALS = 	false.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> FIXED ROTATION = 	6.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> AUTO ACTIVATE LASER = 	1.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> WEAPONLIGHT RUNTIME = 	6.
[30-09-24 18:25:24.137] LOG  : General     , 1727713524137> 0> HVY WEAPON MOVEMENT = 	1.
[30-09-24 18:25:24.138] LOG  : General     , 1727713524138> 0> FIREARM DAMAGE = 	6.
[30-09-24 18:25:24.138] LOG  : General     , 1727713524138> 0> MELEE DAMAGE = 	6.
[30-09-24 18:25:24.138] LOG  : General     , 1727713524138> 0> *******************************************.
[30-09-24 18:25:24.138] LOG  : General     , 1727713524138> 0> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[30-09-24 18:25:24.138] LOG  : General     , 1727713524138> 0> *******************************************.
[30-09-24 18:25:24.138] LOG  : General     , 1727713524138> 0> Show Hit Damage = 	false.
[30-09-24 18:25:24.139] LOG  : General     , 1727713524139> 0> Show Range/Hit% = 	false.
[30-09-24 18:25:24.139] LOG  : General     , 1727713524139> 0> Show Weapon Info = 	1.
[30-09-24 18:25:24.139] LOG  : General     , 1727713524139> 0> Show Ammunition = 	true.
[30-09-24 18:25:24.139] LOG  : General     , 1727713524139> 0> Movement Gauge = 	true.
[30-09-24 18:25:24.139] LOG  : General     , 1727713524139> 0> Dynamic Recoil System = 	true.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524139> 0> Dynamic Range System = 	1.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524140> 0> Reset Sight Picture = 	true.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524140> 0> Firearm Jamm = 	4.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524140> 0> Firearms never Break = 	false.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524140> 0> Attachements break on melee = 	5.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524140> 0> attachements break on fire = 	5.
[30-09-24 18:25:24.140] LOG  : General     , 1727713524140> 0> Supression Level = 	3.
[30-09-24 18:25:24.141] LOG  : General     , 1727713524141> 0> Bass sound Level = 	1.
[30-09-24 18:25:24.141] LOG  : General     , 1727713524141> 0> Luncher range multiplier = 	1.
[30-09-24 18:25:24.141] LOG  : General     , 1727713524141> 0> Vehicule penalty = 	false.
[30-09-24 18:25:24.142] LOG  : General     , 1727713524142> 0> Debug Confirmation level = 	2.
[30-09-24 18:25:24.142] LOG  : General     , 1727713524142> 0> Use vanilla shot sound brita's = 	false.
[30-09-24 18:25:24.142] LOG  : General     , 1727713524142> 0> Eject Spend shells  = 	11.
[30-09-24 18:25:24.142] LOG  : General     , 1727713524142> 0> Type (Bow / Crossbow) = 	6.
[30-09-24 18:25:24.142] LOG  : General     , 1727713524142> 0> Type (Flame Thrower) = 	2.
[30-09-24 18:25:24.143] LOG  : General     , 1727713524143> 0> dropdown22 = 	3.
[30-09-24 18:25:24.143] LOG  : General     , 1727713524143> 0> dropdown23 = 	2.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown24 = 	4.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown25 = 	6.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown26 = 	6.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown27 = 	6.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown28 = 	3.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown29 = 	4.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown30 = 	5.
[30-09-24 18:25:24.144] LOG  : General     , 1727713524144> 0> dropdown31 = 	4.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown32 = 	3.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown33 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown34 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown35 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown36 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown37 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown38 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown39 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown40 = 	11.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown41 = 	6.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown42 = 	2.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown43 = 	2.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown44 = 	6.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown45 = 	2.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown46 = 	4.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown47 = 	5.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown48 = 	4.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown49 = 	5.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown50 = 	6.
[30-09-24 18:25:24.145] LOG  : General     , 1727713524145> 0> dropdown51 = 	6.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown52 = 	4.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown53 = 	3.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown54 = 	3.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown55 = 	4.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown56 = 	6.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown57 = 	5.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown58 = 	6.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown59 = 	4.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown60 = 	5.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown61 = 	6.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown62 = 	6.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown63 = 	2.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown64 = 	2.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown65 = 	2.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown66 = 	2.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown67 = 	2.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown68 = 	2.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown69 = 	6.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown70 = 	4.
[30-09-24 18:25:24.146] LOG  : General     , 1727713524146> 0> dropdown71 = 	3.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown72 = 	2.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown73 = 	2.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown74 = 	3.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown75 = 	4.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown76 = 	3.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown77 = 	2.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown78 = 	4.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown79 = 	2.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown80 = 	6.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown81 = 	5.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown82 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown83 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown84 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown85 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown86 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown87 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown88 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown89 = 	1.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown90 = 	2.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown91 = 	2.
[30-09-24 18:25:24.147] LOG  : General     , 1727713524147> 0> dropdown92 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown93 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown94 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown95 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown96 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown97 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown98 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown99 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown100 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown101 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown102 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown103 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown104 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown105 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown106 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown107 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown108 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown109 = 	2.
[30-09-24 18:25:24.148] LOG  : General     , 1727713524148> 0> dropdown110 = 	2.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown111 = 	2.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown112 = 	2.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown113 = 	2.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown114 = 	1.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown115 = 	5.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown116 = 	1.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown117 = 	1.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown118 = 	7.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown119 = 	3.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> checkbox120 = 	true.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> checkbox121 = 	true.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> checkbox122 = 	true.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> checkbox123 = 	true.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> checkbox124 = 	true.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> checkbox125 = 	true.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> dropdown126 = 	8.
[30-09-24 18:25:24.149] LOG  : General     , 1727713524149> 0> ZOMBIE CCW LOOT = 	2.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> VEHICLE LOOT = 	11.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> POWERTOOLS = 	11.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> RELOADING ITEMS = 	4.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> AUTO EQUIP THROWN = 	false.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> AUTO SELECT MAG = 	1.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> AUTO ACTIVATE NV = 	2.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> EMERGENCY RELOAD = 	2.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> ARROW BREAKAGE = 	5.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> VISUAL EFFECTS = 	true.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> BURN TIME = 	5.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> IGNITE TARGET = 	5.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> HIT ALL BODY PARTS = 	false.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> ARCHERY DAMAGE = 	6.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> SKIP REMOVALS = 	false.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> FIXED ROTATION = 	6.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> AUTO ACTIVATE LASER = 	1.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> WEAPONLIGHT RUNTIME = 	6.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> HVY WEAPON MOVEMENT = 	1.
[30-09-24 18:25:24.150] LOG  : General     , 1727713524150> 0> FIREARM DAMAGE = 	6.
[30-09-24 18:25:24.151] LOG  : General     , 1727713524151> 0> MELEE DAMAGE = 	6.
[30-09-24 18:25:24.151] LOG  : General     , 1727713524151> 0> ### Merging distribution tables ###.
[30-09-24 18:25:24.151] LOG  : General     , 1727713524151> 0> Merging distribution addon #	1.
[30-09-24 18:25:24.151] LOG  : General     , 1727713524151> 0> Merging distribution addon #	2.
[30-09-24 18:25:24.151] LOG  : General     , 1727713524151> 0> Merging distribution addon #	3.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> Merging distribution addon #	4.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> Merging distribution addon #	5.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> Merging distribution addon #	6.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> ###################################.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> *******************************************.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> *******************************************.
[30-09-24 18:25:24.152] LOG  : General     , 1727713524152> 0> Show Hit Damage = 	false.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Show Range/Hit% = 	false.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Show Weapon Info = 	1.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Show Ammunition = 	true.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Movement Gauge = 	true.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Dynamic Recoil System = 	true.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Dynamic Range System = 	1.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Reset Sight Picture = 	true.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Firearm Jamm = 	4.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Firearms never Break = 	false.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Attachements break on melee = 	5.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> attachements break on fire = 	5.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Supression Level = 	3.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Bass sound Level = 	1.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Luncher range multiplier = 	1.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Vehicule penalty = 	false.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Debug Confirmation level = 	2.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Use vanilla shot sound brita's = 	false.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Eject Spend shells  = 	11.
[30-09-24 18:25:24.153] LOG  : General     , 1727713524153> 0> Type (Bow / Crossbow) = 	6.
