[28-09-24 23:40:58.887] LOG  : General     , 1727559658887> 0> Tsarcraft.VinylMaxPayne: DisplayCategory, MediaA.
[28-09-24 23:40:59.881] LOG  : General     , 1727559659881> 0> TW.HugePropaneTank: displaycategory, Craft.
[28-09-24 23:40:59.881] LOG  : General     , 1727559659881> 0> TW.LargePropaneTank: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.AirTank: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.MetalWorkbench: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.MetalParts: displaycategory, CraftMetal.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.BoxScrews: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.BoxLargeBolts: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.LargeBolt: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.Spring: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.Chain: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.Motor: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.File: displaycategory, Tool.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.Pliers: displaycategory, Tool.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.MetalCutter: displaycategory, Tool.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.GolfClubHead: displaycategory, Craft.
[28-09-24 23:40:59.882] LOG  : General     , 1727559659882> 0> TW.HammerHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.SledgeHammerHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.AxeHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.SmallBlade: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.SmallMetalBar: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.MeatCleaverHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.ScytheHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.LongBlade: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.ShovelHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.HoeHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.PickaxeHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.RakeHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> TW.ForkHead: displaycategory, Craft.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> GidOrganized.OS12pkAdhesiveBandages: displaycategory, Med.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> GidOrganized.OS30pkAlcoholWipes: displaycategory, Med.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> GidOrganized.OS30pkAntibiotics: displaycategory, Med.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> GidOrganized.OS50pkAntidepressants: displaycategory, Med.
[28-09-24 23:40:59.883] LOG  : General     , 1727559659883> 0> GidOrganized.OS9pkBandages: displaycategory, Med.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> GidOrganized.OS9pkBandagesDirty: displaycategory, Med.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.10pkBarbedWire: displaycategory, Craft.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.5pkBarbedWire: displaycategory, Craft.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.10pkBattery: displaycategory, Craft.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.5pkBattery: displaycategory, Craft.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.6pkBeer: displaycategory, FoodA.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.6pkBeerCan: displaycategory, FoodA.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> GidOrganized.OS50pkBetaBlockers: displaycategory, Med.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.10pkBluePen: displaycategory, LitW.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.5pkBluePen: displaycategory, LitW.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.10pkBook: displaycategory, LitE.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> Packing.5pkBook: displaycategory, LitE.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> GidOrganizedFood.OS6pkCannedBeans: displaycategory, FoodN.
[28-09-24 23:40:59.884] LOG  : General     , 1727559659884> 0> GidOrganizedFood.OS6pkCannedBolognese: displaycategory, FoodN.
[28-09-24 23:40:59.885] LOG  : General     , 1727559659885> 0> GidOrganizedFood.OS6pkCannedCarrots: displaycategory, FoodN.
[28-09-24 23:40:59.885] LOG  : General     , 1727559659885> 0> GidOrganizedFood.OS6pkCannedChili: displaycategory, FoodN.
[28-09-24 23:40:59.885] LOG  : General     , 1727559659885> 0> GidOrganizedFood.OS6pkCannedCorn: displaycategory, FoodN.
[28-09-24 23:40:59.885] LOG  : General     , 1727559659885> 0> GidOrganizedFood.OS6pkCannedCornedBeef: displaycategory, FoodN.
[28-09-24 23:40:59.885] LOG  : General     , 1727559659885> 0> Packing.6pkCannedFruitBeverage: displaycategory, FoodN.
[28-09-24 23:40:59.885] LOG  : General     , 1727559659885> 0> Packing.6pkCannedFruitCocktail: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> Packing.6pkCannedMilk: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS6pkCannedMushSoup: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> Packing.6pkCannedPeaches: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS6pkCannedPeas: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> Packing.6pkCannedPineapple: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS6pkCannedPotato: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS4pkSardines: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS6pkCannedSoup: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS6pkCannedTomato: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS8pkCannedTuna: displaycategory, FoodN.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> Packing.20pkCigarettes: displaycategory, Drugs.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganizedFood.OS4pkCoffee: displaycategory, Cook.
[28-09-24 23:40:59.886] LOG  : General     , 1727559659886> 0> GidOrganized.OS12pkCottonBalls: displaycategory, Med.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.10pkDenim: displaycategory, CraftTailor.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.50pkDenim: displaycategory, CraftTailor.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.100pkDenim: displaycategory, CraftTailor.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> GidOrganized.OS4pkDisinfectant: displaycategory, Med.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.6pkDogFood: displaycategory, FoodN.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> GidOrganizedFood.OS4pkDuctTape: displaycategory, Craft.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.10pkElectricWire: displaycategory, CraftElec.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.5pkElectricWire: displaycategory, CraftElec.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.10pkElectronicsScrap: displaycategory, CraftElec.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.50pkElectronicsScrap: displaycategory, CraftElec.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.100pkElectronicsScrap: displaycategory, CraftElec.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.10pkFishingLine: displaycategory, SurFish.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.5pkFishingLine: displaycategory, SurFish.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.10pkFishingNet: displaycategory, SurFish.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.5pkFishingNet: displaycategory, SurFish.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.10pkGarbage: displaycategory, Craft.
[28-09-24 23:40:59.887] LOG  : General     , 1727559659887> 0> Packing.5pkGarbage: displaycategory, Craft.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkGlue: displaycategory, Craft.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.5pkGlue: displaycategory, Craft.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkLeather: displaycategory, CraftTailor.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.50pkLeather: displaycategory, CraftTailor.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.100pkLeather: displaycategory, CraftTailor.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkLighter: displaycategory, Tool.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.5pkLighter: displaycategory, Tool.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkMagazine: displaycategory, LitE.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.5pkMagazine: displaycategory, LitE.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkMatches: displaycategory, Tool.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.5pkMatches: displaycategory, Tool.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkMetalBar: displaycategory, CraftMetal.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.5pkMetalBar: displaycategory, CraftMetal.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkRopeMetalBar: displaycategory, CraftMetal.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.5pkRopeMetalBar: displaycategory, CraftMetal.
[28-09-24 23:40:59.888] LOG  : General     , 1727559659888> 0> Packing.10pkSheetRopeMetalBar: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkSheetRopeMetalBar: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkMetalPipe: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkMetalPipe: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkRopeMetalPipe: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkRopeMetalPipe: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkSheetRopeMetalPipe: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkSheetRopeMetalPipe: displaycategory, CraftMetal.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkNailsBox: displaycategory, Craft.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkNailsBox: displaycategory, Craft.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkNewspaper: displaycategory, LitE.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkNewspaper: displaycategory, LitE.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkNotebook: displaycategory, LitW.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkNotebook: displaycategory, LitW.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkOrangeSoda: displaycategory, FoodB.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.5pkOrangeSoda: displaycategory, FoodB.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> GidOrganized.OS50pkPainkillers: displaycategory, Med.
[28-09-24 23:40:59.889] LOG  : General     , 1727559659889> 0> Packing.10pkPen: displaycategory, LitW.
[28-09-24 23:40:59.890] LOG  : General     , 1727559659890> 0> Packing.5pkPen: displaycategory, LitW.
[28-09-24 23:40:59.890] LOG  : General     , 1727559659890> 0> Packing.10pkPencil: displaycategory, LitW.
[28-09-24 23:40:59.890] LOG  : General     , 1727559659890> 0> Packing.5pkPencil: displaycategory, LitW.
[28-09-24 23:40:59.890] LOG  : General     , 1727559659890> 0> Packing.10pkRopePetrolCan: displaycategory, Mech.
[28-09-24 23:40:59.890] LOG  : General     , 1727559659890> 0> Packing.5pkRopePetrolCan: displaycategory, Mech.
[28-09-24 23:40:59.891] LOG  : General     , 1727559659891> 0> Packing.10pkSheetRopePetrolCan: displaycategory, Mech.
[28-09-24 23:40:59.891] LOG  : General     , 1727559659891> 0> Packing.5pkSheetRopePetrolCan: displaycategory, Mech.
[28-09-24 23:40:59.891] LOG  : General     , 1727559659891> 0> Packing.10pkRopeEmptyPetrolCan: displaycategory, Mech.
[28-09-24 23:40:59.891] LOG  : General     , 1727559659891> 0> Packing.5pkRopeEmptyPetrolCan: displaycategory, Mech.
[28-09-24 23:40:59.891] LOG  : General     , 1727559659891> 0> Packing.10pkSheetRopeEmptyPetrolCan: displaycategory, Cont.
[28-09-24 23:40:59.892] LOG  : General     , 1727559659892> 0> Packing.5pkSheetRopeEmptyPetrolCan: displaycategory, Cont.
[28-09-24 23:40:59.892] LOG  : General     , 1727559659892> 0> Packing.10pkSheetRopePlank: displaycategory, CraftCarp.
[28-09-24 23:40:59.892] LOG  : General     , 1727559659892> 0> Packing.5pkSheetRopePlank: displaycategory, CraftCarp.
[28-09-24 23:40:59.892] LOG  : General     , 1727559659892> 0> Packing.10pkRopePlank: displaycategory, CraftCarp.
[28-09-24 23:40:59.892] LOG  : General     , 1727559659892> 0> Packing.5pkRopePlank: displaycategory, CraftCarp.
[28-09-24 23:40:59.893] LOG  : General     , 1727559659893> 0> GidOrganizedFood.OS6pkPop: displaycategory, FoodB.
[28-09-24 23:40:59.893] LOG  : General     , 1727559659893> 0> GidOrganizedFood.OS6pkPopDiet: displaycategory, FoodB.
[28-09-24 23:40:59.893] LOG  : General     , 1727559659893> 0> GidOrganizedFood.OS6pkFizz: displaycategory, FoodB.
[28-09-24 23:40:59.893] LOG  : General     , 1727559659893> 0> Packing.10pkRopePropaneTank: displaycategory, Craft.
[28-09-24 23:40:59.893] LOG  : General     , 1727559659893> 0> Packing.5pkRopePropaneTank: displaycategory, Craft.
[28-09-24 23:40:59.893] LOG  : General     , 1727559659893> 0> Packing.10pkSheetRopePropaneTank: displaycategory, Craft.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659893> 0> Packing.5pkSheetRopePropaneTank: displaycategory, Craft.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkRedPen: displaycategory, LitW.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.5pkRedPen: displaycategory, LitW.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkRedWine: displaycategory, FoodA.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.5pkRedWine: displaycategory, FoodA.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkRag: displaycategory, CraftTailor.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.50pkRag: displaycategory, CraftTailor.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.100pkRag: displaycategory, CraftTailor.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkRope: displaycategory, Craft.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.5pkRope: displaycategory, Craft.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkScrapMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.5pkScrapMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkScrewsBox: displaycategory, Craft.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.5pkScrewsBox: displaycategory, Craft.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkSheetMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.5pkSheetMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.894] LOG  : General     , 1727559659894> 0> Packing.10pkRopeSheetMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.5pkRopeSheetMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.10pkSheetRopeSheetMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.5pkSheetRopeSheetMetal: displaycategory, CraftMetal.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.10pkSheetPaper: displaycategory, LitW.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.5pkSheetPaper: displaycategory, LitW.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.10pkSheetRope: displaycategory, Craft.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.5pkSheetRope: displaycategory, Craft.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkCarpentry: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkCooking: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkElectricity: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkFarming: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkFirstaid: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkFishing: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkForaging: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkMechanics: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkTailoring: displaycategory, LitS.
[28-09-24 23:40:59.895] LOG  : General     , 1727559659895> 0> Packing.pkMetalwork: displaycategory, LitS.
[28-09-24 23:40:59.896] LOG  : General     , 1727559659896> 0> Packing.pkTrapping: displaycategory, LitS.
[28-09-24 23:40:59.896] LOG  : General     , 1727559659896> 0> GidOrganized.OS50pkSleepingPills: displaycategory, Med.
[28-09-24 23:40:59.896] LOG  : General     , 1727559659896> 0> Packing.10pkSheetMetalSmall: displaycategory, CraftMetal.
[28-09-24 23:40:59.896] LOG  : General     , 1727559659896> 0> Packing.5pkSheetMetalSmall: displaycategory, CraftMetal.
[28-09-24 23:40:59.896] LOG  : General     , 1727559659896> 0> Packing.10pkSoap: displaycategory, Clean.
[28-09-24 23:40:59.897] LOG  : General     , 1727559659897> 0> Packing.5pkSoap: displaycategory, Clean.
[28-09-24 23:40:59.897] LOG  : General     , 1727559659897> 0> GidOrganized.OS9pkSterileBandages: displaycategory, Med.
[28-09-24 23:40:59.897] LOG  : General     , 1727559659897> 0> Packing.10pkThread: displaycategory, CraftTailor.
[28-09-24 23:40:59.897] LOG  : General     , 1727559659897> 0> Packing.5pkThread: displaycategory, CraftTailor.
[28-09-24 23:40:59.897] LOG  : General     , 1727559659897> 0> Packing.10pkTissue: displaycategory, Med.
[28-09-24 23:40:59.897] LOG  : General     , 1727559659897> 0> Packing.5pkTissue: displaycategory, Med.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659897> 0> Packing.4pkToiletPaper: displaycategory, Med.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.10pkTwine: displaycategory, Craft.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.5pkTwine: displaycategory, Craft.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> GidOrganized.OS50pkVitamins: displaycategory, Med.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> GidOrganizedFood.OS24pkWaterBottleEmpty: displaycategory, Cont.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> GidOrganizedFood.OS24pkWaterBottleFull: displaycategory, FoodB.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.10pkWeldingRods: displaycategory, CraftMetal.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.5pkWeldingRods: displaycategory, CraftMetal.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.10pkWhiskey: displaycategory, FoodA.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.5pkWhiskey: displaycategory, FoodA.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> GidOrganizedFood.OS8pkWhiskeyEmpty: displaycategory, Cont.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.10pkWhiteWine: displaycategory, FoodA.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> Packing.5pkWhiteWine: displaycategory, FoodA.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> GidOrganizedFood.OS12pkWineEmpty: displaycategory, Cont.
[28-09-24 23:40:59.898] LOG  : General     , 1727559659898> 0> GidOrganizedFood.OS12pkWineEmpty2: displaycategory, Cont.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pkWire: displaycategory, Craft.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pkWire: displaycategory, Craft.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pkWoodGlue: displaycategory, Craft.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pkWoodGlue: displaycategory, Craft.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk223: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pk223: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk308: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pk308: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk38: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pk38: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk44: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pk44: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk45: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pk45: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk556: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.5pk556: displaycategory, Ammo.
[28-09-24 23:40:59.899] LOG  : General     , 1727559659899> 0> Packing.10pk9: displaycategory, Ammo.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Packing.5pk9: displaycategory, Ammo.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Packing.10pkShotgun: displaycategory, Ammo.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Packing.5pkShotgun: displaycategory, Ammo.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSideContainer1: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSideContainer2: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSideContainer3: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSideContainer8: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRTinyTrunk1: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRTinyTrunk2: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRTinyTrunk3: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRTinyTrunk8: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSmallTrunk1: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSmallTrunk2: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSmallTrunk3: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRSmallTrunk8: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRNormalTrunk1: displaycategory, Mech.
[28-09-24 23:40:59.900] LOG  : General     , 1727559659900> 0> Base.FRNormalTrunk2: displaycategory, Mech.
[28-09-24 23:40:59.901] LOG  : General     , 1727559659901> 0> Base.FRNormalTrunk3: displaycategory, Mech.
[28-09-24 23:40:59.901] LOG  : General     , 1727559659901> 0> Base.FRNormalTrunk8: displaycategory, Mech.
[28-09-24 23:40:59.901] LOG  : General     , 1727559659901> 0> Base.FRBigTrunk1: displaycategory, Mech.
[28-09-24 23:40:59.901] LOG  : General     , 1727559659901> 0> Base.FRBigTrunk2: displaycategory, Mech.
[28-09-24 23:40:59.902] LOG  : General     , 1727559659902> 0> Base.FRBigTrunk3: displaycategory, Mech.
[28-09-24 23:40:59.902] LOG  : General     , 1727559659902> 0> Base.FRBigTrunk8: displaycategory, Mech.
